event_id,year,Tournament Name,Date,Location,Event Type,Host Club,placements_count,results_lines,event_source
1301958487,2011,US Open Freestyle Footbag Championships,"August 11-13, 2011","Boise, Idaho, United States",freestyle,Northwest Footbag Alliance,21,36,
1302802291,2011,JFK Net Battle,"June 4-5, 2011","Jyväskylä, Finland",net,"Jyv""skyl""n Footbag-klubi, JFK",21,26,
1302874713,2011,Turku Open,"July 23-24, 2011","TURKU, Finland",net,Footcraft,15,21,
1305581560,2011,French Footbag Championships 2011,"June 11-12, 2011","Loire-Atlantique, France",mixed,Carnabal Footbag,34,42,
1310408325,2011,24th Annual Vancouver Open & Golf Tournament,"August 20-21, 2011","BC, Canada",golf,Kitsilano Footbag Association,26,38,
1311699287,2011,3ra Copa X-PRO,"November 5-6, 2011","Miranda, Venezuela",net,X-PRO,36,43,
1313351184,2011,2011 East Coast Footbag Championships,"September 24-25, 2011","New Brunswick, New Jersey, United States",mixed,,30,49,
1314229545,2011,Texas State Footbag Championships 2011,"October 29-30, 2011","Austin, Texas, United States",net,Austin Style Footbag Club - Texas Footbag League,19,32,
1314323534,2011,"(pre-mirror event, 2011)",,,"freestyle,net",,73,0,synthetic_pre_mirror
1314328055,2011,3ra Copa T?chira de Footbag,"October 1-2, 2011","Tachira, Venezuela",net,Footbag T?chira Venezuela,18,24,
1315451053,2011,Memphicago Open,"October 8, 2011","Salem, Il, United States",net,Memphis Footworks,4,7,
1316280393,2011,8th Annual Wilanow Footbag Open 2011,"November 26-27, 2011","Warszawa, Poland",mixed,WSF Warsaw Footbag Association,66,86,
1318673467,2011,Austrian Footbag Championships 2011,"December 9-11, 2011","Vienna, Austria",freestyle,Footbag-Vienna,45,54,
1319622692,2012,14th FC Footstar anniversary,"January 28-29, 2012","Berlin, Germany",mixed,FC Footstar Berlin e.V.,52,65,
1320232300,2011,RNH Contest 2011,"December 3-4, 2011","Paris, France",net,Rien N'est Hacky - RNH Footbag,24,29,
1320803601,2012,U.S. OPEN Footbag Net Championships 2012,"June 30-July 1, 2012","Portland, Oregon, United States",net,NPR,44,61,
