event_id,division_canon,parsed_places,parsed_max_place
1043096425,Footbag Golf,3,3
1043096425,Mixed Doubles Footbag Net,3,3
1043096425,Open Doubles Net,3,3
1043096425,Open Singles Net,3,3
1043096425,Singles Consecutive,3,3
1043096425,Women's Singles Net,3,3
1043430155,Impromptu Sick 3 Results:,3,3
1043430155,Last Man Standing,1,1
1044624680,Intermediate Big 3,3,3
1044624680,Intermediate Freestyle Routines,4,3
1044624680,Intermediate Shred 30,3,3
1044624680,Novice Consecutive Kicks,3,3
1044624680,Novice Four Square,2,2
1044624680,Open Freestyle Routines,3,3
1044624680,Open Shred 30,3,3
1044624680,Open Sick Trick,3,3
1044952105,Open Doubles Net,8,7
1045628278,Intermediate Routines,3,3
1045628278,Intermediate Shred30,3,3
1045628278,Pro Routines,3,3
1045628278,Pro Shred30,3,3
1046985067,Intermediate Big 3,1,2
1046985067,Intermediate Big3,2,3
1046985067,Intermediate Shred30,3,3
1046985067,Open Shred30,3,3
1049457912,Intermediate,18,17
1049457912,Intermediate Doubles,6,6
1049457912,Intermediate Singles,12,12
1049457912,Master's Division Singles,6,6
1049457912,Novice,5,5
1049457912,Open Doubles,9,9
1049457912,Open Singles,16,16
1049457912,Routines,7,7
1049457912,Sick 3,2,2
1050067583,Intermediate Routines,1,1
1050067583,Pro Doubles,7,7
1050067583,Pro Ironman,1,1
1050067583,Pro Routines,3,3
1050067583,Pro Shred 30,1,1
1050067583,Pro Sick 3,3,3
1050140930,German Ranking Open Freestyle,6,6
1050140930,Intermediate Freestyle,6,6
1050140930,Open Doubles Net,3,3
1050140930,Open Freestyle,10,10
1050140930,Open Singles Net,2,2
1050140930,Women's Freestyle,5,5
1050745947,Girls Freestyle,3,3
1050745947,Intermediate Freestyle,8,8
1050745947,Open Doubles Net,4,4
1050745947,Open Freestyle,5,5
1050745947,Shred 30?,3,3
1050745947,Sick 3,1,1
1052775366,Golf,2,2
1052775366,Intermediate Freestyle,6,6
1052775366,Open Double Net,5,4
1052775366,Open Freestyle,6,6
1052775366,Open Single Net,4,4
1052775366,Unknown,4,4
1052775366,Women's Freestyle,3,3
1057126024,Advanced Doubles Net,3,3
1057126024,Advanced Singles Net,3,3
1057126024,Beginners Doubles Net,3,3
1057126024,Beginners Singls Net,3,3
1057126024,Doubles One Pass Consecutive,3,3
1057126024,Footbag Freestyle,3,3
1057126024,Footbag Golf,3,3
1057126024,Mixed Doubles Footbag Net,3,3
1057126024,Singles Consecutive,3,3
1057126024,Women's Doubles Net,3,3
1057126024,Women's Singles Net,3,3
1057175925,Amateur Doubles Net,3,3
1057175925,Amateur Footbag Golf,3,3
1057175925,Amateur One Pass Consecutive,3,3
1057175925,Amateur Singles Net,3,3
1057175925,Amateur Singles Timed Consecutive,3,3
1057175925,Footbag Freestyle,3,3
1057175925,Open Doubles Net,3,3
1057175925,Open Footbag Golf,3,3
1057175925,Open One Pass Consecutive,3,3
1057175925,Open Singles Net,3,3
1057175925,Open Singles Timed Consecutive,3,3
1057345914,Intermediate 5 Minute Timed Consecutive,3,3
1057345914,Intermediate Doubles Net,3,3
1057345914,Intermediate Freestyle,3,3
1057345914,Intermediate Golf,3,3
1057345914,Intermediate One Pass Consecutive,3,3
1057345914,Intermediate Singles Net,3,3
1057345914,Open 5 Minute Timed Consecutive,3,3
1057345914,Open Doubles Net,3,3
1057345914,Open Freestyle,3,3
1057345914,Open Golf,3,3
1057345914,Open One Pass Consecutive,3,3
1057345914,Open Singles Net,3,3
1057773472,Freestyle,1,1
1057773472,Pro/Am Net,2,2
1058378281,Freestyle - 30 Second Shred,2,2
1058378281,Freestyle - Open,2,10
1058378281,Freestyle ? 30 Second Shred,7,9
1058378281,Freestyle ? Intermediate,3,3
1058378281,Freestyle ? Open,10,12
1058378281,Intermediate Doubles Net,1,1
1058378281,Intermediate Golf,3,3
1058378281,Intermediate Singles Net,3,3
1058378281,Mixed Doubles,3,3
1058378281,Open Consecutives,3,3
1058378281,Open Doubles,3,3
1058378281,Open Golf,3,3
1058378281,Open Singles,3,3
1058378281,Women's Doubles,2,2
1058378281,Women's Freestyle,2,2
1058378281,Women's Golf,1,1
1058378281,Women's Singles,4,4
1058877971,Intermediate,3,3
1058877971,Novice,3,3
1058877971,Open,6,3
1061212821,Intermediate Shred :30 Contest,3,3
1061212821,Intermediate Singles Freestyle,4,4
1061212821,"Novice ""Circle Jamz"" Competition",4,4
1061212821,Novice Consecutives Competition,3,3
1061212821,Open Phat Trick Contest,3,3
1061212821,Open Shred :30 Contest,3,3
1061212821,Open Sick Three Contest,1,1
1061212821,Open Singles Freestyle,3,3
1061212821,Women's Novice Consecutives,1,1
1061453080,5 Minute Consecutive Kicks,4,4
1061453080,Intermediate Routines,3,3
1061453080,Intermediate Shred 30,3,3
1061453080,Intermediate Sick 3,2,3
1061453080,Intermediate Sick Trick,1,1
1061453080,Open Routines,3,3
1061453080,Open Shred 30,3,3
1061453080,Open Sick 3,3,3
1061453080,Open Sick Three,3,3
1061453080,Open Sick Trick,1,1
1063788560,Intermediate Doubles Net,3,3
1063788560,Intermediate Freestyle,3,3
1063788560,Intermediate Singles Net,3,3
1063788560,Open Shred,8,8
1063788560,Pro Doubles Net,7,8
1063788560,Pro Freestyle,10,10
1063788560,Pro Singles Net,6,6
1064330873,Doubles Net Open,11,9
1064330873,Doubles Net Women,3,3
1064330873,Singles Net Open,20,9
1064849293,Intermediate Single Freestyle,6,6
1064849293,Open Double Net,8,5
1064849293,Open Shred,12,12
1064849293,Open Sick 3,12,12
1064849293,Open Single,8,7
1064849293,Open Single Freestyle Women,5,5
1064849293,Open Single Net,8,5
1064849293,Open Team Freestyle,2,2
1065478531,Open Doubles Net,12,12
1068406344,Freestyle,6,6
1068406344,Shred:30,3,3
1068406344,Sick 3,4,3
1069791565,Doubles Net,3,3
1069791565,Intermediate Freestyle - Routines,3,3
1069791565,Open Freestyle - Routines,8,8
1069791565,Open Freestyle - Shred 30 Sec.,8,8
1069791565,Singles Net,4,3
1069791565,Women's Freestyle - Routines,2,3
1069929277,Intermediate Doubles Net,10,7
1069929277,Intermediate Shred,28,28
1069929277,Intermediate Singles Freestyle,11,11
1069929277,Intermediate Singles Net,23,13
1069929277,Mixed Doubles Freestyle,2,2
1069929277,Mixed Doubles Net,15,13
1069929277,Open Doubles Freestyle,6,6
1069929277,Open Doubles Net,22,22
1069929277,Open Shred,10,10
1069929277,Open Singles Freestyle,48,47
1069929277,Open Singles Net,37,37
1069929277,Women Open Doubles Net,7,7
1069929277,Women Open Singles Net,11,10
1069929277,Women's Shred,7,7
1069929277,Women's Singles Freestyle,7,7
1070734498,Open Singles Freestyle,14,10
1070734498,Shred 30,3,3
1070734498,Sick 3,3,3
1070954568,Intermediate Big 3,7,7
1070954568,Intermediate Most Rippin' Run,1,1
1070954568,Intermediate Shred 30,10,10
1070954568,Intermediate Sick Trick,9,9
1070954568,Open Big 3,3,3
1070954568,Open Most Rippin' Run,4,4
1070954568,Open Shred 30,16,16
1070954568,Open Sick Trick,5,5
1071060801,Double Open,4,4
1071060801,Single Open,4,4
1074511718,Intermediate Double Net,2,2
1074511718,Intermediate Single Freestyle,1,1
1074511718,Intermediate Single Net,2,2
1074511718,Open Double Freestyle,2,2
1074511718,Open Freestyle Pro,3,3
1074511718,Open Woman Freestyle,2,2
1075781798,Amateur Doubles Net,3,3
1075781798,Amateur Freestyle,4,4
1075781798,Amateur Golf,3,3
1075781798,Amateur Singles Net,4,4
1075781798,Masters Singles Net-,2,2
1075781798,Novice Doubles Net,2,2
1075781798,Novice Freestyle,2,2
1075781798,Novice Golf,2,2
1075781798,Novice Singles Net,4,4
1075781798,Pro Doubles Net,4,4
1075781798,Pro Freestyle- Single,7,6
1075781798,Pro Golf,3,3
1075781798,Pro Single Net,5,5
1076876907,Open Singles Freestyle,5,5
1076876907,Unknown,5,5
1076952530,Big 3,3,3
1076952530,Routines,3,3
1076952530,Shred 30,3,3
1077766197,Big Trick,1,1
1077766197,Singles Net,2,2
1079024287,Ironman,2,2
1079024287,Shred 30,2,2
1079024287,Sick3,2,2
1079444598,Golf,4,4
1079444598,Intermediate Doubles Net,3,3
1079444598,Intermediate Freestyle,4,4
1079444598,Intermediate Single Net,1,1
1079444598,Intermediate Singles Net,3,4
1079444598,Open Doubles Net,4,4
1079444598,Open Men Freestyle,4,4
1079444598,Open Single Net,1,3
1079444598,Open Singles Net,3,4
1079444598,Shred,4,4
1079444598,Sick 3,4,4
1079444598,Women Freestyle,4,4
1079605499,Intermediate Double Net,4,4
1079605499,Intermediate Single Net,4,4
1079605499,Intermediate Singles Freestyle,9,9
1079605499,Open Doubles Freestyle,7,7
1079605499,Open Doubles Net,4,4
1079605499,Open Golf,9,10
1079605499,Open Single Net,4,4
1079605499,Open Singles Freestyle,8,8
1079605499,Shred30,2,4
1079605499,Women's Shred30,3,3
1079605499,"Women's Singles Freestyle [Very, Very Close (1-4)]",11,11
1080138513,2 Min Final Routine,8,8
1080138513,Dimwalk>Double Legover>Smudge,7,8
1080138513,Doubles Mixed Net,4,4
1080138513,Doubles Net,4,4
1080138513,Shred 30,10,10
1080138513,Sick 3,9,8
1080138513,Singles Net,8,5
1080757998,Intermediate Shred:30,2,2
1080757998,Intermediate Singles Freestyle,2,2
1080757998,Open Shred:30,3,3
1080757998,Open Sick 3,1,1
1080757998,Open Sick Trick,3,3
1080757998,Open Sick3,2,3
1080757998,Open Singles Freestyle,3,3
1080896073,Open Doubles Net,11,11
1081766954,Open Doubles Net,4,4
1081766954,Open Singles Freestyle,7,9
1083699966,Open Singles Net Open Doubles Net,19,15
1089373321,Doubles Freestyle,4,4
1089373321,Golf,3,3
1089373321,Intermediate Freestyle,7,7
1089373321,Intermediate Singles Net,12,12
1089373321,Mixed Doubles Net,5,5
1089373321,Open Doubles Net,8,8
1089373321,Open Singles Freestyle,24,25
1089373321,Open Singles Net,8,8
1089373321,Shred 30,15,15
1089373321,Women's Doubles Net,2,2
1089373321,Women's Freestyle,6,6
1089373321,Women's Singles Net,4,4
1090437706,Intermediate Freestyle,3,3
1090437706,Intermediate Single Net,3,3
1090437706,Open Double Freestyle,7,7
1090437706,Open Double Net,3,3
1090437706,Open Man Freestyle,8,8
1090437706,Open Shred30,12,12
1090437706,Open Sick3,9,9
1090437706,Open Single Net,3,3
1090437706,Open Woman Freestyle,6,6
1090569022,Double Net,8,8
1090569022,Simple Net,16,16
1092044099,Freestyle Singles,4,4
1092044099,Net Doubles,4,4
1092073845,30 Second Shred,3,3
1092073845,Doubles Freestyle,3,3
1092073845,Doubles Net,3,3
1092073845,Intermediate Freestyle,6,5
1092073845,Open Freestyle,10,8
1092073845,Open Sick Trick,15,15
1092073845,Shred 30,3,3
1092073845,Sick 3,14,15
1092073845,Singles Net,3,3
1093955766,Freestyle,3,3
1093955766,Net,3,4
1094071528,Open Doubles Net,8,8
1094123527,Intermediate Freestyle,6,6
1094123527,Open Doubles Net,15,15
1094123527,Open Freestyle,17,17
1094123527,Shred:30,10,10
1094201584,Open Double Net,4,4
1094201584,Open Fives,3,4
1094201584,Open Freestyle,8,8
1094201584,Open Golf,3,3
1094201584,Open Net Fives,4,4
1095965765,Open Freestyle,3,3
1095965765,Shred:30,3,3
1095965765,Sick 3,3,3
1096318324,Shred 30,15,7
1096318324,Sick 3,12,6
1096695238,Intermediate Endurance,4,4
1096695238,Intermediate Freestyle Shred,4,4
1096695238,Intermediate Overall,4,4
1096695238,Intermediate Shred 30,4,4
1096695238,Intermediate Sick 3,4,3
1096695238,Open Elimination,5,5
1096695238,Open Endurance,5,5
1096695238,Open Freestyle Shred,5,5
1096695238,Open Overall,5,5
1097686137,Men: Intermediate Singles Freestyle,3,3
1097686137,Men: Open Doubles Net,2,2
1097686137,Men: Open Singles Freestyle,8,8
1097686137,Open 30S Shred,7,7
1097686137,Women: Open Singles Freestyle,3,3
1097785506,Open Singles Net,16,16
1100728799,Open Singles Net,4,4
1102227996,Open Doubles - For The Green Cup,10,10
1102227996,Open Singles,10,10
1102443443,Intermediate Freestyle Man,5,5
1102443443,Open Big One,7,7
1102443443,Open Double Freestyle,3,3
1102443443,Open Man Freestyle,9,9
1102443443,Open Sick 3,7,7
1102443443,Open Woman Freestyle,3,3
1102443443,Shred 30,7,7
1102447093,Drunken Masters,3,3
1102576153,Intermediate Doubles Net,12,12
1102576153,Intermediate Freestyle,22,21
1102576153,Intermediate Shred,10,10
1102576153,Intermediate Singles Net,12,12
1102576153,Mixed Doubles Freestyle,4,4
1102576153,Mixed Doubles Net,8,8
1102576153,Open Doubles Freestyle,6,6
1102576153,Open Doubles Net,31,31
1102576153,Open Shred,10,10
1102576153,Open Singles Freestyle,52,49
1102576153,Open Singles Net,48,48
1102576153,Women's Doubles Net,4,4
1102576153,Women's Freestyle,8,7
1102576153,Women's Shred,6,6
1102576153,Women's Singles Net,5,5
1102788509,Open Freestyle,4,4
1102788509,Open Shred 30,3,3
1102788509,Rewind Combo,2,2
1102788509,Sick 3,4,4
1103297805,Double Net,1,1
1103297805,Freestyle Doubles Routines,4,2
1103297805,Freestyle Routines,8,8
1103297805,Mixed Doubles Net,4,2
1103297805,Open Doubles Freestyle,4,2
1103297805,Open Doubles Net,6,3
1103297805,Open Freestyle Routines,3,3
1103297805,Open Shred 30,3,3
1103297805,Open Sick 1,3,3
1103297805,Open Singles Net,3,3
1103297805,Routine,1,1
1103297805,Shred 30,1,6
1103297805,Shred 30 Sec,7,8
1103297805,Sick 1,5,5
1103297805,Sick 3,6,5
1103297805,Simple Net,1,1
1103297805,Women's Freestyle Routines,1,1
1103297805,Women's Singles Net,2,2
1103724325,Doubles Net,9,9
1103724325,Mini Net,2,2
1103724325,Mixed Doubles,2,2
1103724325,Routine,13,13
1103724325,Shred,8,8
1103724325,Singles Net,18,18
1103724325,Women Singles,2,2
1104851808,Open Shred:30,6,6
1104851808,Open Sick 3-Trick,3,3
1104851808,Open Singles Routines,10,10
1104851808,Women's Shred:30,3,3
1104851808,Women's Singles Routines,8,8
1105087209,Open Doubles Net,14,9
1105087209,Open Singles Routines,46,43
1105087209,Women's Singles Routines,10,9
1105353373,Freestyle Jam,4,4
1105353373,Golf Jam,2,2
1105353373,Net Jam,3,3
1107289556,Open Doubles Net,7,7
1107290435,Novice Singles,2,2
1107290435,Open Doubles,11,11
1107290435,Open Singles,17,17
1109356644,Doubles Net- Intermediate,3,4
1109356644,Doubles Net- Novice,4,4
1109356644,Freestyle ? Novice,3,3
1109356644,Freestyle-Amateur,3,3
1109356644,Golf -Amateur,3,3
1109356644,Master's Singles Net,4,4
1109356644,Pro Doubles Net,4,4
1109356644,Pro Freestyle- Single,5,5
1109356644,Pro Golf,4,4
1109356644,Pro Single Net,5,5
1109356644,Singles Net- Intermediate,5,5
1109356644,Singles Net- Novice,4,4
1109682847,Big Trick,3,3
1109682847,Ironman,2,2
1109682847,Sick3,3,3
1109802420,Open Doubles Net,10,10
1110562712,Footbag Golf,1,1
1110562712,Footbag Net Double,1,1
1110562712,Footbag Net Single,1,1
1110562712,Footbag Open Men,1,1
1110562712,Footbag Open Women,1,1
1110562712,Footbag Shred,1,1
1110562712,Intermediate Footbag,1,1
1111735438,Intermediate Routines,3,3
1111735438,Intermediate Shred 30,3,3
1111735438,Intermediate Sick 3,2,2
1111735438,Open Routines,3,3
1111735438,Open Shred 30,3,3
1111735438,Open Sick 3,3,3
1113344236,Open Doubles Net,3,3
1113344236,Open Singles Net,3,3
1114277529,Freestyle Dvojice,3,3
1114277529,Freestyle Dívky,3,3
1114277529,Intermediate Freestyle,10,30
1114277529,Open Freestyle,10,7
1114277529,Trojkombinace Triků,3,3
1117746703,Double Open Net,5,5
1117746703,Golf,2,2
1117746703,Open Freestyle,7,7
1117746703,Single Net,7,7
1117746703,Woman Freestyle,2,2
1121753561,Open Shred:30,3,3
1121753561,Open Sick 3-Trick,3,3
1121753561,Open Singles Routines,3,3
1124035486,Open Doubles,6,6
1124035486,Open Singles,9,9
1124840254,Doubles,3,3
1124840254,Intermediate Shred 30,2,2
1124840254,Intermediate Sick 1,2,2
1124840254,Intermediate Sick 3,1,1
1124840254,Open Shred 30,5,5
1124840254,Open Sick 1,4,4
1124840254,Open Sick 3,2,2
1124840254,Singles,2,2
1125004188,Intermediate Doubles - 2 Competing,2,2
1125004188,Intermediate Singles - 6 Competing,4,4
1125004188,Novice Doubles - 4 Competing,4,4
1125004188,Novice Singles - 8 Competing,4,4
1125936037,Golf,2,2
1125936037,Intermediate Double Net,4,4
1125936037,Intermediate Routine,6,6
1125936037,Intermediate Single Net,13,13
1125936037,Mixed Double Net,5,5
1125936037,Open Double Net,14,16
1125936037,Open Doubles Freestyle,5,5
1125936037,Open Single Net,20,20
1125936037,Open Singles Freestyle,17,17
1125936037,Open Women Freestyle,7,7
1125936037,Shred 30,13,13
1125936037,Women Double Net,2,2
1125936037,Women Single Net,4,4
1126086921,Intermediate Freestyle,4,4
1126086921,Open Big One,3,3
1126086921,Open Double Freestyle,3,3
1126086921,Open Double Net,3,3
1126086921,Open Mixed Double Freestyle,4,4
1126086921,Open Shred 30,3,3
1126086921,Open Sick 3,3,3
1126086921,Open Single Freestyle,10,10
1126086921,Open Single Net,3,3
1126086921,Open Women Freestyle,4,4
1127155729,Intermediate Single Freestyle,10,10
1127155729,Open Double Freestyle,3,3
1127155729,Open Doubles Net,5,5
1127155729,Open Shred 30,4,4
1127155729,Open Sick 3-Trick,4,4
1127155729,Open Single Freestyle,12,12
1127155729,Open Single Net,10,10
1127155729,Open Women Freestyle,8,8
1131659634,Novice Singles,4,4
1131659634,Open Doubles [The Green Cup],9,9
1131659634,Open Mixed Doubles,4,2
1131659634,Open Singles,4,4
1132511088,Intermediate Doubles Net,2,2
1132511088,Intermediate Freestyle,2,2
1132511088,Open Doubles Net,9,9
1132511088,Open Freestyle,8,8
1132511088,Open Shred 30,8,8
1132511088,Open Singles Net,13,13
1133888413,Consecutive Kicks,3,3
1133888413,Four Square,4,4
1133888413,Freestyle Sick 3,3,3
1133888413,Net Doubles,4,4
1134914723,Doubles Net,11,11
1134914723,Mini Net,3,3
1134914723,Mixte Double Net,3,3
1134914723,Open Routines,7,7
1134914723,Open Shred 30,6,6
1134914723,Open Sick Trick,6,6
1134914723,Open Singles Net,12,15
1134914723,Routine,7,7
1134914723,Shred 30 Sec,6,6
1134914723,Sick 3,6,6
1134914723,Singles Net,15,15
1134914723,Women's Singles Net,3,3
1135116604,Circle Contest:,4,4
1135116604,Intermediate Doubles Net,11,9
1135116604,Intermediate Singles Freestyle,16,16
1135116604,Intermediate Singles Net,23,19
1135116604,Open Doubles Freestyle,8,7
1135116604,Open Doubles Net,35,35
1135116604,Open Golf,11,8
1135116604,Open Mixed Doubles Freestyle,4,4
1135116604,Open Mixed Doubles Net,10,10
1135116604,Open Shred:30,3,3
1135116604,Open Sick 3-Trick,1,6
1135116604,Open Singles Freestyle,57,54
1135116604,Open Singles Net,54,51
1135116604,Open Women's Doubles Freestyle,3,3
1135116604,Open Women's Doubles Net,4,4
1135116604,Open Women's Singles Freestyle,13,13
1135116604,Open Women's Singles Net,7,7
1135116604,Women's Shred:30,3,3
1137347261,Double Spinning Clipper>Scorpions Tail>Whirlwind,5,5
1137347261,Intermediate Shred 30,4,4
1137347261,Intermediate Sick 3,3,3
1137347261,Last Man Standing,1,1
1137347261,Open Shred 30,11,11
1137347261,Open Sick 3,5,5
1137937282,Golf,3,3
1137937282,Net,6,3
1137937282,Rutina Intermediate,9,3
1137937282,Rutina Open,5,5
1137937282,Shred 30S,3,3
1137937282,Sick 3,6,3
1137942486,4-Square Tournament,4,4
1137942486,Intermediate Singles Freestyle,8,9
1137942486,Intermediate Singles Net,4,4
1137942486,Open 30-Second Shred,12,12
1137942486,Open Doubles Freestyle,3,3
1137942486,Open Doubles Net,21,23
1137942486,Open Golf,6,6
1137942486,Open Singles Freestyle,10,10
1137942486,Open Singles Net,17,31
1137942486,Women's Doubles Net,3,3
1137942486,Women's Singles Freestyle,5,5
1137942486,Women's Singles Net,4,4
