event_key,legacy_event_id,year,event_name,orig_city,orig_region,orig_country,new_city,new_region,new_country,changed,rules_applied
2012-open-helsinki-finland-1333483324,1333483324,2012,3rd biennial Helsinki Open Footbag Tournament,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2012-4ta-copa-t-san-crist-bal-venezuela,1348929718,2012,4ta Copa Táchira de Footbag,San Cristóbal,Táchira,Venezuela,San Cristóbal,Táchira,Venezuela,no,
2012-6o-suramericano-de-medell-n-colombia,1346947092,2012,6o Suramericano de Footbag,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2012-6to-torneo-footcamp-san-crist-bal-venezuela,1335761071,2012,6to Torneo FootCamp,San Cristóbal,Táchira,Venezuela,San Cristóbal,Táchira,Venezuela,no,
2012-acapulco-zocha-jam-wroc-aw-poland,1344933824,2012,Acapulco Zocha Jam,Wrocław,Lower Silesian,Poland,Wrocław,Lower Silesian,Poland,no,
2012-akisphere-montreal-canada,1337327565,2012,Akisphere,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2012-bembel-cup-2012-frankfurt-germany,1325504349,2012,Bembel Cup 2012,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2012-carnabal-contest-nantes-france,1347475695,2012,Carnabal Footbag Contest,Nantes,Loire-Atlantique,France,Nantes,Loire-Atlantique,France,no,
2012-championships-chicago-usa,1344519313,2012,Fifth Annual Windy City Cup Footbag Net Championships,Chicago,Illinois,United States,Chicago,Illinois,United States,no,
2012-open-helsinki-finland-1353223688,1353223688,2012,Finnish Footbag Open,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2012-championships-nantes-france,1335381794,2012,French Footbag Championships 2012,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2012-open-dresden-germany,1337617980,2012,German Footbag Open (14th Annual German Footbag Championships),Dresden,Saxony,Germany,Dresden,Saxony,Germany,no,
2012-ifpa-austrian-champs-linz-austria,1344593549,2012,IFPA Austrian Footbag Champs 2012,Linz,Upper Austria,Austria,Linz,Upper Austria,Austria,no,
2012-jfk-march-mayhem-jyv-skyl-finland,1329044785,2012,JFK March Mayhem 2012,Jyväskylä,Central Finland,Finland,Jyväskylä,Central Finland,Finland,no,
2012-paris-battle-2-paris-france,1331667371,2012,Paris Net Battle 2,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2012-open-prague-czech-republic,1326451143,2012,Praha Open,Prague,,Czech Republic,Prague,,Czech Republic,no,
2012-rnh-contest-2012-paris-france,1353085933,2012,RNH Contest 2012,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2012-championships-zurich-switzerland,1329132977,2012,Swiss Footbag Championships 2012,Zurich,,Switzerland,Zurich,,Switzerland,no,
2012-championships-austin-usa,1348171585,2012,Texas State Footbag Championships 2012,Austin,Texas,United States,Austin,Texas,United States,no,
2012-2012-mud-island-memphis-usa,1323980691,2012,The 2012 Mud Island Belt Presented by Memphis Footworks,Memphis,Tennessee,United States,Memphis,Tennessee,United States,no,
2012-todexon-13-prague-czech-republic,1321869570,2012,Todexon 13,Prague,,Czech Republic,Prague,,Czech Republic,no,
2012-open-turku-finland,1335898356,2012,Turku Open 2012,Turku,Southwest Finland,Finland,Turku,Southwest Finland,Finland,no,
2012-us-open-portland-usa-1320803601,1320803601,2012,U.S. OPEN Footbag Net Championships 2012,Portland,Oregon,United States,Portland,Oregon,United States,no,
2012-open-warsaw-poland,1338821785,2012,Warsaw Footbag Open 2012,Warsaw,Masovian,Poland,Warsaw,Masovian,Poland,no,
2013-bembel-cup-frankfurt-germany,1357642226,2013,*Bembel Cup*,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2013-open-paris-france,1354752474,2013,13e Open de France de Footbag,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2013-championships-wroc-aw-poland,1376036018,2013,13th Annual Polish Footbag Championships 2013,Wrocław,Lower Silesian,Poland,Wrocław,Lower Silesian,Poland,no,
2013-15-years-fc-berlin-germany,1349043745,2013,15 Years FC Footstar,Berlin,,Germany,Berlin,,Germany,no,
2013-open-berlin-germany,1377192359,2013,15th Annual German Footbag Championships & Open,Berlin,,Germany,Berlin,,Germany,no,
2013-championships-moscow-russia,1362657553,2013,15th Annual IFPA European Footbag Championships,Moscow,,Russia,Moscow,,Russia,no,
2013-open-helsinki-finland-1374570632,1374570632,2013,17th Annual Finnish Footbag Open,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2013-2013-green-cup-san-francisco-usa,1358271250,2013,2013 Green Cup Presented by Chaos,San Francisco,California,United States,San Francisco,California,United States,no,
2013-2013-mud-island-bartlett-usa,1357234775,2013,2013 Mud Island Belt presented by Memphis Footworks,Bartlett,Tennessee,United States,Bartlett,Tennessee,United States,no,
2013-us-open-seattle-usa,1360305756,2013,2013 U.S. Open Freestyle Footbag Championships,Seattle,Washington,United States,Seattle,Washington,United States,no,
2013-championships-brooklyn-usa,1367327351,2013,31 Annual East Coast Footbag Championships,Brooklyn,New York,United States,Brooklyn,New York,United States,no,
2013-worlds-montreal-canada,1361207019,2013,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2013-4ta-copa-venezuela-caracas-venezuela,1368559562,2013,4ta Copa Venezuela,Caracas,Capital District,Venezuela,Caracas,Capital District,Venezuela,no,
2013-4ta-copa-ciencias-caracas-venezuela,1366240051,2013,4ta. Copa Ciencias,Caracas,Miranda,Venezuela,Caracas,Miranda,Venezuela,no,
2013-open-helsinki-finland-1363551565,1363551565,2013,4th annual Helsinki Open Footbag Tournament,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2013-5ta-copa-x-caracas-venezuela,1353380057,2013,5ta Copa X-PRO,Caracas,Capital District,Venezuela,Caracas,Capital District,Venezuela,no,
2013-5-copa-t-san-crist-bal-venezuela,1378928859,2013,5º Copa Táchira,San Cristóbal,Táchira,Venezuela,San Cristóbal,Táchira,Venezuela,no,
2013-akisphere-montr-al-canada,1362598500,2013,Akisphere,Montréal,Quebec,Canada,Montréal,Quebec,Canada,no,
2013-championships-vienna-austria,1382778441,2013,Austrian Footbag Championships 2013,Vienna,,Austria,Vienna,,Austria,no,
2013-burgas-summer-jam-burgas-bulgaria,1369141018,2013,Burgas Summer Footbag Jam V,Burgas,,Bulgaria,Burgas,,Bulgaria,no,
2013-championnat-de-france-nantes-france,1378821205,2013,Championnat de France de Footbag 2013,Nantes,Loire-Atlantique,France,Nantes,Loire-Atlantique,France,no,
2013-copa-san-sebasti-san-crist-bal-venezuela,1361239371,2013,Copa San Sebastián,San Cristóbal,Táchira,Venezuela,San Cristóbal,Táchira,Venezuela,no,
2013-championships-brno-czech-republic,1379414806,2013,Czech Footbag Championships,Brno,South Moravian,Czech Republic,Brno,South Moravian,Czech Republic,no,
2013-open-copenhagen-denmark,1378666423,2013,Danish Footbag Open,Copenhagen,Capital Region,Denmark,Copenhagen,Capital Region,Denmark,no,
2013-footcamp-2013-san-crist-bal-venezuela,1361239920,2013,FOOTCAMP 2013,San Cristóbal,Táchira,Venezuela,San Cristóbal,Táchira,Venezuela,no,
2013-jfk-march-mayhem-jyv-skyl-finland,1358964427,2013,JFK March Mayhem 2013,Jyväskylä,Central Finland,Finland,Jyväskylä,Central Finland,Finland,no,
2013-kick-volley-04-montr-al-canada,1327693335,2013,Kick Volley 04,Montréal,Quebec,Canada,Montréal,Quebec,Canada,no,
2013-paris-battle-3-paris-france,1369864929,2013,Paris Net Battle 3,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2013-championships-chicago-usa,1357231609,2013,Sixth Annual Windy City Cup Footbag Net Championships,Chicago,Illinois,United States,Chicago,Illinois,United States,no,
2013-open-lausanne-switzerland,1370276202,2013,Swiss Footbag Open & Championships,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2013-swiss-jam-z-zurich-switzerland,1371821574,2013,Swiss Jam Zürich,Zurich,,Switzerland,Zurich,,Switzerland,no,
2013-todexon-14-prague-czech-republic,1357206898,2013,Todexon 14,Prague,,Czech Republic,Prague,,Czech Republic,no,
2013-open-turku-finland,1362915311,2013,Turku Open Tuanament,Turku,Southwest Finland,Finland,Turku,Southwest Finland,Finland,no,
2013-us-open-portland-usa,1357101984,2013,U.S. OPEN Footbag Net Championships 2013,Portland,Oregon,United States,Portland,Oregon,United States,no,
2013-wsf-stare-babice-warsaw-poland,1366375326,2013,WSF Stare Babice Footbag Jam 2013,Warsaw,Masovian,Poland,Warsaw,Masovian,Poland,no,
2014-championships-lubacz-w-poland,1406219099,2014,14th Annual Polish Footbag Championships 2014,Lubaczów,Subcarpathian,Poland,Lubaczów,Subcarpathian,Poland,no,
2014-15th-anniversary-rnh-paris-france,1412859519,2014,15th Anniversary of RNH Footbag (RNH Contest 2014),Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2014-open-freiburg-germany,1401113913,2014,16th Annual German Footbag Open,Freiburg,Baden-Württemberg,Germany,Freiburg,Baden-Württemberg,Germany,no,
2014-championships-turku-finland,1389338303,2014,16th Annual IFPA European Footbag Championships,Turku,Southwest Finland,Finland,Turku,Southwest Finland,Finland,no,
2014-open-helsinki-finland-1413607134,1413607134,2014,18th Annual Finnish Footbag Open,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2014-2014-green-cup-oakland-usa,1394773593,2014,2014 Green Cup Presented by Chaos,Oakland,California,United States,Oakland,California,United States,no,
2014-2da-copa-bobston-medell-n-colombia,1399929003,2014,2da Copa Bobston de Footbag Net individual,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2014-championships-brooklyn-usa,1405875596,2014,32nd Annual East Coast Footbag Championships,Brooklyn,New York,United States,Brooklyn,New York,United States,no,
2014-worlds-paris-france,1391189882,2014,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2014-3rd-czech-meeting-ostrava-czech-republic,1392497284,2014,3rd Czech Footbag Freestyle Meeting,Ostrava,Moravian-Silesian,Czech Republic,Ostrava,Moravian-Silesian,Czech Republic,no,
2014-open-helsinki-finland-1401624489,1401624489,2014,5th annual Helsinki Open Footbag Tournament,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2014-akisphere-montreal-canada,1403287103,2014,Akisphere,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2014-bembel-cup-2014-frankfurt-germany,1393501611,2014,Bembel Cup 2014,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2014-burgas-summer-jam-burgas-bulgaria,1404123889,2014,Burgas Summer Footbag Jam VI,Burgas,,Bulgaria,Burgas,,Bulgaria,no,
2014-mud-island-belt-memphis-usa,1391176125,2014,Mud Island Belt 2014,Memphis,Tennessee,United States,Memphis,Tennessee,United States,no,
2014-paris-battle-2014-paris-france,1394621886,2014,Paris Net Battle 2014,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2014-rnh-winter-contest-paris-france,1417000778,2014,RNH Winter Contest 2014,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2014-championships-chicago-usa,1394742347,2014,Seventh Annual Windy City Cup Footbag Net Championships,Chicago,Illinois,United States,Chicago,Illinois,United States,no,
2014-sweet-six-teen-berlin-germany,1383076667,2014,Sweet Six-Teen - Footstar B-Day 2014,Berlin,,Germany,Berlin,,Germany,no,
2014-open-lausanne-switzerland,1407335213,2014,Swiss Footbag Open,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2014-swiss-jam-z-zurich-switzerland,1389613723,2014,Swiss Jam Zürich,Zurich,,Switzerland,Zurich,,Switzerland,no,
2014-todexon-15-prague-czech-republic,1389730147,2014,Todexon 15,Prague,,Czech Republic,Prague,,Czech Republic,no,
2014-open-west-linn-usa,1386623061,2014,U. S. Open Footbag Championships 2014,West Linn,Oregon,United States,West Linn,Oregon,United States,no,
2014-open-stara-zagora-bulgaria,1393451254,2014,bulgarian open footbag jam part 24,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2015-open-frankfurt-germany,1444911632,2015,17th Annual German Footbag Open,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2015-championships-sofia-bulgaria,1417958417,2015,17th Annual IFPA European Footbag Championships,Sofia,Sofia-Grad,Bulgaria,Sofia,Sofia-Grad,Bulgaria,no,
2015-17th-fc-footstar-berlin-germany,1420195881,2015,17th FC Footstar anniversary,Berlin,,Germany,Berlin,,Germany,no,
2015-open-helsinki-finland,1436878168,2015,19th Annual Finnish Footbag Open (FFA 20th anniversary special edition),Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2015-championships-turku-finland,1449217972,2015,2015 Finnish Footbag Championships in Singles Net,Turku,Southwest Finland,Finland,Turku,Southwest Finland,Finland,no,
2015-2015-mud-island-memphis-usa,1422386917,2015,2015 Mud Island Belt presented by Memphis Footworks,Memphis,Tennessee,United States,Memphis,Tennessee,United States,no,
2015-championships-brooklyn-usa,1435110091,2015,33rd Annual East Coast Footbag Championships,Brooklyn,New York,United States,Brooklyn,New York,United States,no,
2015-worlds-copenhagen-denmark,1417735560,2015,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,Copenhagen,Capital Region,Denmark,Copenhagen,Capital Region,Denmark,no,
2015-5ta-copa-venezuela-caracas-venezuela,1430582557,2015,5ta Copa Venezuela,Caracas,Capital District,Venezuela,Caracas,Capital District,Venezuela,no,
2015-7ma-copa-x-caracas-venezuela,1423020874,2015,7ma Copa X-PRO,Caracas,Capital District,Venezuela,Caracas,Capital District,Venezuela,no,
2015-championships-chicago-usa,1421271111,2015,8th Annual Windy City Cup Footbag Net Championships,Chicago,Illinois,United States,Chicago,Illinois,United States,no,
2015-akisphere-2015-montreal-canada,1430596760,2015,Akisphere 2015,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2015-championships-vienna-austria,1445178271,2015,Austrian Footbag Championships 2015,Vienna,,Austria,Vienna,,Austria,no,
2015-bembel-cup-2015-frankfurt-germany,1418127354,2015,Bembel Cup 2015 and 15 Years FrankfurtFootbag,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2015-open-stara-zagora-bulgaria,1421069713,2015,Bulgarian Open Footbag Jam,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2015-championnat-de-france-nantes-france,1432901754,2015,Championnat de France de Footbag 2015,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2015-lake-erie-tournament-erie-usa,1427144456,2015,Lake Erie Footbag Tournament,Erie,Pennsylvania,United States,Erie,Pennsylvania,United States,no,
2015-new-years-jam-ann-arbor-usa,1408070192,2015,New Year's Footbag Jam,Ann Arbor,Michigan,United States,Ann Arbor,Michigan,United States,no,
2015-stanford-presents-cardinal-palo-alto-usa,1429205408,2015,"Stanford Footbag presents: ""Cardinal Cup"" Freestyle",Palo Alto,California,United States,Palo Alto,California,United States,no,
2015-open-lausanne-switzerland,1438626750,2015,Swiss Footbag Open,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2015-perpetual-flame-challenge-caracas-venezuela,1435784719,2015,The Perpetual Flame Footbag Net Challenge,Caracas,Capital District,Venezuela,Caracas,Capital District,Venezuela,no,
2015-todexon-16-prague-czech-republic,1415986036,2015,Todexon 16,Prague,,Czech Republic,Prague,,Czech Republic,no,
2015-open-turku-finland,1431288258,2015,Turku Open,Turku,Southwest Finland,Finland,Turku,Southwest Finland,Finland,no,
2015-us-open-west-linn-usa,1425372477,2015,U.S. Open Footbag Championships 2015,West Linn,Oregon,United States,West Linn,Oregon,United States,no,
2015-championships-katowice-poland,1439332196,2015,XV IFPA Polish Footbag Championships,Katowice,Silesian,Poland,Katowice,Silesian,Poland,no,
2016-championships-katowice-poland,1467142686,2016,16th Annual Polish Footbag Championships,Katowice,Silesian,Poland,Katowice,Silesian,Poland,no,
2016-open-bremen-germany,1466942562,2016,18th Annual German Footbag Open,Bremen,,Germany,Bremen,,Germany,no,
2016-championships-frankfurt-germany,1460640850,2016,18th Annual IFPA European Footbag Championships 2016,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2016-2016-mud-island-memphis-usa,1454371285,2016,2016 Mud Island Belt presented by Memphis Footworks,Memphis,Tennessee,United States,Memphis,Tennessee,United States,no,
2016-open-turku-finland,1471407009,2016,20th Annual Finnish Footbag Open,Turku,Southwest Finland,Finland,Turku,Southwest Finland,Finland,no,
2016-championships-brooklyn-usa,1464967908,2016,34th Annual East Coast Footbag Championships,Brooklyn,New York,United States,Brooklyn,New York,United States,no,
2016-worlds-trnava-slovakia,1449259560,2016,37th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2016,Trnava,,Slovakia,Trnava,,Slovakia,no,
2016-championships-chicago-usa,1455047000,2016,9th Annual Windy City Cup Footbag Net Championships,Chicago,Illinois,United States,Chicago,Illinois,United States,no,
2016-akisphere-2016-montreal-canada,1463511970,2016,Akisphere 2016,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2016-championships-vienna-austria,1473932659,2016,Austrian Footbag Championships 2016,Vienna,,Austria,Vienna,,Austria,no,
2016-bembel-cup-2016-frankfurt-germany,1453384342,2016,Bembel Cup 2016,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2016-open-stara-zagora-bulgaria,1458125752,2016,Bulgaria Footbag Open,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2016-championnat-de-france-nantes-france,1459426362,2016,Championnat de France de Footbag 2016,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2016-fc-footstars-18th-berlin-germany,1446571794,2016,FC Footstar's 18th Anniversary,Berlin,,Germany,Berlin,,Germany,no,
2016-lake-erie-tournament-erie-usa,1447494731,2016,Lake Erie Footbag Tournament,Erie,Pennsylvania,United States,Erie,Pennsylvania,United States,no,
2016-championships-krak-w-poland,1473853257,2016,Malopolska Footbag Championships 2016 // Mistrzostwa Ma³opolski w Zo¶kê 2016,Kraków,Lesser Poland,Poland,Kraków,Lesser Poland,Poland,no,
2016-rnh-contest-2016-paris-france,1458170459,2016,RNH Contest 2016,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2016-open-lausanne-switzerland,1466891959,2016,Swiss Footbag Open 2016,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2016-us-open-west-linn-usa,1458772302,2016,U.S. Open Footbag Net Championships 2016,West Linn,Oregon,United States,West Linn,Oregon,United States,no,
2016-zocha-jam-2016-wroc-aw-poland,1461077179,2016,Zocha Jam 2016,Wrocław,Lower Silesian,Poland,Wrocław,Lower Silesian,Poland,no,
2017-championships-lublin-poland,1485863923,2017,17th Annual Polish Footbag Championships,Lublin,,Poland,Lublin,,Poland,no,
2017-championships-berlin-germany,1499025778,2017,19th Annual German Footbag Championships 2017,Berlin,,Germany,Berlin,,Germany,no,
2017-championships-aranjuez-spain,1487797845,2017,19th Annual IFPA European Footbag Championships,Aranjuez,Community of Madrid,Spain,Aranjuez,Community of Madrid,Spain,no,
2017-2017-mud-belt-peninsula-cherokee-usa,1485967222,2017,2017 Mud Belt Presented by Memphis Footworks,Peninsula Cherokee,Alabama,United States,Peninsula Cherokee,Alabama,United States,no,
2017-championships-new-york-usa,1502929111,2017,35th Annual East Coast Footbag Championships,New York,,United States,New York,,United States,no,
2017-worlds-portland-usa,1471686537,2017,38th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2017,Portland,Oregon,United States,Portland,Oregon,United States,no,
2017-akisphere-2017-montreal-canada,1485970612,2017,Akisphere 2017,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2017-championships-vienna-austria,1498568502,2017,Austrian Footbag Championships 2017,Vienna,,Austria,Vienna,,Austria,no,
2017-bembel-cup-2017-frankfurt-germany,1485520697,2017,Bembel Cup 2017,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2017-championships-stara-zagora-bulgaria,1499168069,2017,Bulgarian Footbag Championships 2017,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2017-championnat-de-france-nantes-france,1497678985,2017,Championnat de France de Footbag 2017,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2017-championships-turku-finland,1509295388,2017,Finnish Footbag Net Championships,Turku,Southwest Finland,Finland,Turku,Southwest Finland,Finland,no,
2017-championships-helsinki-finland,1509295589,2017,Finnish Freestyle Footbag Championships,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2017-lake-erie-tournament-erie-usa,1489248474,2017,Lake Erie Footbag Tournament,Erie,Pennsylvania,United States,Erie,Pennsylvania,United States,no,
2017-rnh-contest-paris-france,1486654923,2017,RNH Contest,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2017-stara-zagora-jam-stara-zagora-bulgaria,1487800738,2017,Stara Zagora Footbag Jam 2017,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2017-open-lausanne-switzerland,1488957997,2017,Swiss Footbag Open 2017,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2017-championships-chicago-usa,1492354286,2017,Tenth Annual Windy City Cup Footbag Net Championships,Chicago,Illinois,United States,Chicago,Illinois,United States,no,
2018-2018-mud-belt-memphis-usa,1520348349,2018,2018 Mud Belt presented by Memphis Footworks,Memphis,Tennessee,United States,Memphis,Tennessee,United States,no,
2018-open-las-vegas-usa,1539024211,2018,2018 US Freestyle Footbag Open,Las Vegas,Nevada,United States,Las Vegas,Nevada,United States,no,
2018-championships-kranj-slovenia,1518200935,2018,20th Annual IFPA European Footbag Championships,Kranj,Upper Carniola,Slovenia,Kranj,Upper Carniola,Slovenia,no,
2018-2o-torneo-nacional-medell-n-colombia,1537994275,2018,2o Torneo Nacional de Footbag,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2018-championships-new-york-usa,1524683077,2018,36th Annual East Coast Footbag Championships,New York,,United States,New York,,United States,no,
2018-worlds-sofia-bulgaria,1519215398,2018,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,Sofia,Sofia-Grad,Bulgaria,Sofia,Sofia-Grad,Bulgaria,no,
2018-akisphere-2018-montreal-canada,1526588580,2018,Akisphere 2018,Montreal,Quebec,Canada,Montreal,Quebec,Canada,no,
2018-championships-vienna-austria,1536221908,2018,Austrian Footbag Championships 2018,Vienna,,Austria,Vienna,,Austria,no,
2018-bembel-cup-2018-frankfurt-germany,1526035381,2018,Bembel Cup 2018 - 10th Anniversary,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2018-championships-stara-zagora-bulgaria,1519233007,2018,Bulgarian Footbag Championships 2018,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2018-championnat-de-france-nantes-france,1520596747,2018,Championnat de France de footbag 2018,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2018-copa-medellin-de-medell-n-colombia,1515176008,2018,Copa Medellin De Footbag,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2018-open-turku-finland,1537521152,2018,Footbag Finnish Open,Turku,Southwest Finland,Finland,Turku,Southwest Finland,Finland,no,
2018-lake-erie-tournament-erie-usa,1502997442,2018,Lake Erie Footbag Tournament & Freestyle Jam,Erie,Pennsylvania,United States,Erie,Pennsylvania,United States,no,
2018-open-nantes-france,1531311472,2018,Open de France 2018,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2018-rnh-contest-2018-paris-france,1516978874,2018,RNH Contest 2018,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2018-refaski-cup-2018-t-bor-czech-republic,1526583313,2018,Refaski Cup 2018,Tábor,South Bohemian,Czech Republic,Tábor,South Bohemian,Czech Republic,no,
2018-suramericano-de-y-medell-n-colombia,1527557123,2018,Suramericano de Footbag Net y Freestyle,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2018-open-lausanne-switzerland,1533246739,2018,Swiss Footbag Open,Lausanne,Vaud,Switzerland,Lausanne,Vaud,Switzerland,no,
2018-championships-krak-w-poland,1531284609,2018,XVIII Polish Footbag Championships - Krakow 2018,Kraków,Lesser Poland,Poland,Kraków,Lesser Poland,Poland,no,
2019-11th-bembel-cup-frankfurt-germany,1557144269,2019,11th Bembel Cup 2019 - a jam with friends,Frankfurt,Hesse,Germany,Frankfurt,Hesse,Germany,no,
2019-championships-hradec-kr-lov-czech-republic,1572864719,2019,19th Czech Footbag Net Championships,Hradec Králové,,Czech Republic,Hradec Králové,,Czech Republic,no,
2019-championships-new-york-usa,1552865692,2019,37th Annual East Coast Footbag Championships,New York,,United States,New York,,United States,no,
2019-worlds-warsaw-poland,1547415984,2019,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,Warsaw,Masovian,Poland,Warsaw,Masovian,Poland,no,
2019-4ta-copa-bobston-medell-n-colombia,1549597969,2019,4ta Copa BoBston de Footbag 2019,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2019-akisphere-2019-montr-al-canada,1556306551,2019,Akisphere 2019,Montréal,Quebec,Canada,Montréal,Quebec,Canada,no,
2019-championships-vienna-austria,1575361225,2019,Austrian Footbag Championships + XMAS Jam 2019,Vienna,,Austria,Vienna,,Austria,no,
2019-open-bilbao-spain,1574365921,2019,Basque Open Footbag Net Tournament (Doubles),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2019-open-stara-zagora-bulgaria,1568289502,2019,Bulgarian Footbag Open Vol.2,Stara Zagora,,Bulgaria,Stara Zagora,,Bulgaria,no,
2019-open-helsinki-finland,1576342966,2019,Footbag Finnish Open,Helsinki,Uusimaa,Finland,Helsinki,Uusimaa,Finland,no,
2019-open-berlin-germany,1566532030,2019,German Footbag Open 2019,Berlin,,Germany,Berlin,,Germany,no,
2019-i-basque-tournament-bilbao-spain,1556730450,2019,I. Basque Tournament of Footbag (Doubles),Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2019-i-basque-tournament-larrabetzu-spain,1566500647,2019,I. Basque Tournament of Footbag Net (Individual),Larrabetzu,Bizkaia,Spain,Larrabetzu,Bizkaia,Spain,no,
2019-i-ereaga-tournament-bilbao-spain,1564005204,2019,I. Ereaga Footbag Net Tournament (Doubles) 2019,Bilbao,Bizkaia,Spain,Bilbao,Bizkaia,Spain,no,
2019-lake-erie-tournament-erie-usa,1529239199,2019,Lake Erie Footbag Tournament,Erie,Pennsylvania,United States,Erie,Pennsylvania,United States,no,
2019-medejam-de-2019-medell-n-colombia,1568692191,2019,MedeJam de Footbag 2019,Medellín,Antioquia,Colombia,Medellín,Antioquia,Colombia,no,
2019-mud-belt-presented-memphis-usa,1557331196,2019,Mud Belt Presented by Memphis Footworks,Memphis,Tennessee,United States,Memphis,Tennessee,United States,no,
2019-ohio-jam-columbus-usa,1562271704,2019,Ohio Footbag Jam,Columbus,Ohio,United States,Columbus,Ohio,United States,no,
2019-open-nantes-france,1547720079,2019,Open de France 2019,Nantes,Pays de la Loire,France,Nantes,Pays de la Loire,France,no,
2019-rnh-contest-2019-paris-france,1551207285,2019,RNH Contest 2019,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2019-rnh-20th-anniversary-paris-france,1568961264,2019,RNH Footbag 20th Anniversary,Paris,Île-de-France,France,Paris,Île-de-France,France,no,
2019-us-open-boston-usa,1555631351,2019,US Open Footbag Championships 2019,Boston,Massachusetts,United States,Boston,Massachusetts,United States,no,
