event_id,city,region,country,left_display,right_display,year_sheet_location,valid,issue
916193231,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
909186885,Dallas,Texas,United States,"Dallas, Texas",United States,"Dallas, Texas, United States",Y,
910551956,Palo Alto,California,United States,"Palo Alto, California",United States,"Palo Alto, California, United States",Y,
931840905,Park Bigfork,Montana,United States,"Park Bigfork, Montana",United States,"Park Bigfork, Montana, United States",Y,
917741782,Champaign,Illinois,United States,"Champaign, Illinois",United States,"Champaign, Illinois, United States",Y,
903632480,Field Tempe,Arizona,United States,"Field Tempe, Arizona",United States,"Field Tempe, Arizona, United States",Y,
937727262,San Francisco,California,United States,"San Francisco, California",United States,"San Francisco, California, United States",Y,
917278465,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
920579000,College Park,Maryland,United States,"College Park, Maryland",United States,"College Park, Maryland, United States",Y,
933870505,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
913061034,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
942013549,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
919885513,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
903468009,Hermosa Beach,California,United States,"Hermosa Beach, California",United States,"Hermosa Beach, California, United States",Y,
916977484,Eugene,Oregon,United States,"Eugene, Oregon",United States,"Eugene, Oregon, United States",Y,
937854594,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
915561090,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
959353403,Pocatello,Idaho,United States,"Pocatello, Idaho",United States,"Pocatello, Idaho, United States",Y,
933099911,Tempe,Arizona,United States,"Tempe, Arizona",United States,"Tempe, Arizona, United States",Y,
955745735,Wichita,Kansas,United States,"Wichita, Kansas",United States,"Wichita, Kansas, United States",Y,
949991621,Hermosa Beach,California,United States,"Hermosa Beach, California",United States,"Hermosa Beach, California, United States",Y,
933115858,Boulder,Colorado,United States,"Boulder, Colorado",United States,"Boulder, Colorado, United States",Y,
946940201,College Park,Maryland,United States,"College Park, Maryland",United States,"College Park, Maryland, United States",Y,
957240514,Seattle,Washington,United States,"Seattle, Washington",United States,"Seattle, Washington, United States",Y,
948198763,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
948943299,Arica,Arica y Parinacota,Chile,Arica,Chile,"Arica, Chile",Y,
957778745,Bern,,Switzerland,Bern,Switzerland,"Bern, Switzerland",Y,
961053916,Oulu,North Ostrobothnia,Finland,Oulu,Finland,"Oulu, Finland",Y,
953918475,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
952906680,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
947196813,Wellington,,New Zealand,Wellington,New Zealand,"Wellington, New Zealand",Y,
961626997,Quebec City,Quebec,Canada,"Quebec City, Quebec",Canada,"Quebec City, Quebec, Canada",Y,
967817818,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
947026077,Phoenixville,Pennsylvania,United States,"Phoenixville, Pennsylvania",United States,"Phoenixville, Pennsylvania, United States",Y,
944242404,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
955831740,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
945548940,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
941418343,Vancouver,British Columbia,Canada,"Vancouver, British Columbia",Canada,"Vancouver, British Columbia, Canada",Y,
979816633,Budapest,,Hungary,Budapest,Hungary,"Budapest, Hungary",Y,
984694623,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1000071985,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
988434364,Richardson,Texas,United States,"Richardson, Texas",United States,"Richardson, Texas, United States",Y,
973573676,Auckland,,New Zealand,Auckland,New Zealand,"Auckland, New Zealand",Y,
990512631,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1001076203,Montpellier,Occitanie,France,Montpellier,France,"Montpellier, France",Y,
1001076315,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
996293200,Sydney,New South Wales,Australia,Sydney,Australia,"Sydney, Australia",Y,
1004370976,Basel,Basel-Stadt,Switzerland,Basel,Switzerland,"Basel, Switzerland",Y,
974683678,Boulder,Colorado,United States,"Boulder, Colorado",United States,"Boulder, Colorado, United States",Y,
989875090,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
987361779,Bushnell,Illinois,United States,"Bushnell, Illinois",United States,"Bushnell, Illinois, United States",Y,
981129410,College Park,Maryland,United States,"College Park, Maryland",United States,"College Park, Maryland, United States",Y,
999985344,Tallinn,Harju County,Estonia,Tallinn,Estonia,"Tallinn, Estonia",Y,
980502839,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
994186570,Washington,Pennsylvania,United States,"Washington, Pennsylvania",United States,"Washington, Pennsylvania, United States",Y,
1001905008,Manassas,Virginia,United States,"Manassas, Virginia",United States,"Manassas, Virginia, United States",Y,
1005667143,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
979089216,Eugene,Oregon,United States,"Eugene, Oregon",United States,"Eugene, Oregon, United States",Y,
991757909,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1003802417,Hermosillo,Sonora,Mexico,Hermosillo,Mexico,"Hermosillo, Mexico",Y,
992517335,Keuruu,Central Finland,Finland,Keuruu,Finland,"Keuruu, Finland",Y,
972427576,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
991285803,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
990626988,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
988325277,Regina,Saskatchewan,Canada,"Regina, Saskatchewan",Canada,"Regina, Saskatchewan, Canada",Y,
977260894,Arica,Arica y Parinacota,Chile,Arica,Chile,"Arica, Chile",Y,
978967004,Hermosa Beach,California,United States,"Hermosa Beach, California",United States,"Hermosa Beach, California, United States",Y,
981560223,Zurich,,Switzerland,Zurich,Switzerland,"Zurich, Switzerland",Y,
980253113,Zurich,,Switzerland,Zurich,Switzerland,"Zurich, Switzerland",Y,
1001942070,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
990905420,Vancouver,British Columbia,Canada,"Vancouver, British Columbia",Canada,"Vancouver, British Columbia, Canada",Y,
996678489,Vienna,,Austria,Vienna,Austria,"Vienna, Austria",Y,
979334083,Palo Alto,California,United States,"Palo Alto, California",United States,"Palo Alto, California, United States",Y,
980969461,San Francisco Bay Area,California,United States,"San Francisco Bay Area, California",United States,"San Francisco Bay Area, California, United States",Y,
1025084282,Logan City,Queensland,Australia,Logan City,Australia,"Logan City, Australia",Y,
1021665982,Laurel,Maryland,United States,"Laurel, Maryland",United States,"Laurel, Maryland, United States",Y,
1028218784,Houston,Texas,United States,"Houston, Texas",United States,"Houston, Texas, United States",Y,
1012638214,Palo Alto,California,United States,"Palo Alto, California",United States,"Palo Alto, California, United States",Y,
1013283071,San Francisco,California,United States,"San Francisco, California",United States,"San Francisco, California, United States",Y,
1028800969,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1030830356,Montpellier,Occitanie,France,Montpellier,France,"Montpellier, France",Y,
1016457376,Augusta,Georgia,United States,"Augusta, Georgia",United States,"Augusta, Georgia, United States",Y,
1018812342,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1011556608,Basel,Basel-Stadt,Switzerland,Basel,Switzerland,"Basel, Switzerland",Y,
1034212755,Ocean City,Maryland,United States,"Ocean City, Maryland",United States,"Ocean City, Maryland, United States",Y,
1027925383,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1019193491,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1015198403,Manassas,Virginia,United States,"Manassas, Virginia",United States,"Manassas, Virginia, United States",Y,
1024091202,Kiskunfélegyháza,Bács-Kiskun,Hungary,Kiskunfélegyháza,Hungary,"Kiskunfélegyháza, Hungary",Y,
1035817350,Sydney,New South Wales,Australia,Sydney,Australia,"Sydney, Australia",Y,
1011324897,State College,Pennsylvania,United States,"State College, Pennsylvania",United States,"State College, Pennsylvania, United States",Y,
1011291051,Quebec City,Quebec,Canada,"Quebec City, Quebec",Canada,"Quebec City, Quebec, Canada",Y,
1015303046,Luis Obispo,California,United States,"Luis Obispo, California",United States,"Luis Obispo, California, United States",Y,
1022992222,Calgary,Alberta,Canada,"Calgary, Alberta",Canada,"Calgary, Alberta, Canada",Y,
1035042753,Hochwald,Solothurn,Switzerland,Hochwald,Switzerland,"Hochwald, Switzerland",Y,
1018925821,Portersville,Pennsylvania,United States,"Portersville, Pennsylvania",United States,"Portersville, Pennsylvania, United States",Y,
1028233308,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1032602594,Melbourne,Victoria,Australia,Melbourne,Australia,"Melbourne, Australia",Y,
1029347412,Lyon,Auvergne-Rhône-Alpes,France,Lyon,France,"Lyon, France",Y,
1058877971,Newtown,Pennsylvania,United States,"Newtown, Pennsylvania",United States,"Newtown, Pennsylvania, United States",Y,
1061212821,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1054616435,Eugene,Oregon,United States,"Eugene, Oregon",United States,"Eugene, Oregon, United States",Y,
1064849293,Montpellier,Occitanie,France,Montpellier,France,"Montpellier, France",Y,
1034985978,Vancouver,British Columbia,Canada,"Vancouver, British Columbia",Canada,"Vancouver, British Columbia, Canada",Y,
1049457912,Laurel,Maryland,United States,"Laurel, Maryland",United States,"Laurel, Maryland, United States",Y,
1039550946,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1063109533,Ambler,Pennsylvania,United States,"Ambler, Pennsylvania",United States,"Ambler, Pennsylvania, United States",Y,
1036653244,Calgary,Alberta,Canada,"Calgary, Alberta",Canada,"Calgary, Alberta, Canada",Y,
1044624680,Augusta,Georgia,United States,"Augusta, Georgia",United States,"Augusta, Georgia, United States",Y,
1046985067,Ambridge,Pennsylvania,United States,"Ambridge, Pennsylvania",United States,"Ambridge, Pennsylvania, United States",Y,
1057773472,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1035277529,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1064330873,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1043370312,San Francisco,California,United States,"San Francisco, California",United States,"San Francisco, California, United States",Y,
1061453080,Melbourne,Victoria,Australia,Melbourne,Australia,"Melbourne, Australia",Y,
1036298726,Fort Collins,Colorado,United States,"Fort Collins, Colorado",United States,"Fort Collins, Colorado, United States",Y,
1052775366,Copenhagen,Capital Region,Denmark,Copenhagen,Denmark,"Copenhagen, Denmark",Y,
1042821772,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1063788560,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1059060870,Salem,Oregon,United States,"Salem, Oregon",United States,"Salem, Oregon, United States",Y,
1031334528,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1050140930,Zeil am Main,Bavaria,Germany,Zeil am Main,Germany,"Zeil am Main, Germany",Y,
1044952105,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1041241196,Győr,Győr-Moson-Sopron,Hungary,Győr,Hungary,"Győr, Hungary",Y,
1045628278,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1069415266,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1061921260,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1050745947,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1038895913,Wellington,,New Zealand,Wellington,New Zealand,"Wellington, New Zealand",Y,
1064245646,Fribourg,,Switzerland,Fribourg,Switzerland,"Fribourg, Switzerland",Y,
1058378281,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
1032472601,Philadelphia,Pennsylvania,United States,"Philadelphia, Pennsylvania",United States,"Philadelphia, Pennsylvania, United States",Y,
1050067583,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1070400528,San Francisco,California,United States,"San Francisco, California",United States,"San Francisco, California, United States",Y,
1094071528,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1077766197,New Paltz,New York,United States,"New Paltz, New York",United States,"New Paltz, New York, United States",Y,
1091802943,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
1069929277,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1068406344,Győr,Győr-Moson-Sopron,Hungary,Győr,Hungary,"Győr, Hungary",Y,
1095965765,Piliscsaba,Pest,Hungary,Piliscsaba,Hungary,"Piliscsaba, Hungary",Y,
1093115479,Claremont,California,United States,"Claremont, California",United States,"Claremont, California, United States",Y,
1096695238,Orono,Maine,United States,"Orono, Maine",United States,"Orono, Maine, United States",Y,
1096318324,Seattle,Washington,United States,"Seattle, Washington",United States,"Seattle, Washington, United States",Y,
1070954568,Center Denver,Colorado,United States,"Center Denver, Colorado",United States,"Center Denver, Colorado, United States",Y,
1069791565,Lyon,Auvergne-Rhône-Alpes,France,Lyon,France,"Lyon, France",Y,
1089373321,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1079605499,Copenhagen,Capital Region,Denmark,Copenhagen,Denmark,"Copenhagen, Denmark",Y,
1094123527,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1071060801,Aachen,North Rhine-Westphalia,Germany,Aachen,Germany,"Aachen, Germany",Y,
1092073845,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1097785506,Naantali,Southwest Finland,Finland,Naantali,Finland,"Naantali, Finland",Y,
1094201584,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1075781798,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1079444598,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1083699966,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1079664495,Victoria,British Columbia,Canada,"Victoria, British Columbia",Canada,"Victoria, British Columbia, Canada",Y,
1090569022,Montpellier,Occitanie,France,Montpellier,France,"Montpellier, France",Y,
1080138513,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1076876907,Saint Petersburg,,Russia,Saint Petersburg,Russia,"Saint Petersburg, Russia",Y,
1081766954,Moscow,,Russia,Moscow,Russia,"Moscow, Russia",Y,
1092044099,Moscow,,Russia,Moscow,Russia,"Moscow, Russia",Y,
1093955766,Moscow,,Russia,Moscow,Russia,"Moscow, Russia",Y,
1076952530,Atlanta,Georgia,United States,"Atlanta, Georgia",United States,"Atlanta, Georgia, United States",Y,
1079024287,Tallinn,Harju County,Estonia,Tallinn,Estonia,"Tallinn, Estonia",Y,
1080757998,Houston,Texas,United States,"Houston, Texas",United States,"Houston, Texas, United States",Y,
1074511718,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1070734498,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1065478531,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1080896073,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1090437706,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1110562712,Podersdorf am See,Burgenland,Austria,Podersdorf am See,Austria,"Podersdorf am See, Austria",Y,
1113344236,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1102576153,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1103297805,Lyon,Auvergne-Rhône-Alpes,France,Lyon,France,"Lyon, France",Y,
1102788509,Győr,Győr-Moson-Sopron,Hungary,Győr,Hungary,"Győr, Hungary",Y,
1105353373,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1109802420,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1117746703,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1125936037,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1104851808,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1114277529,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1100728799,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1132511088,Kuopio,North Savo,Finland,Kuopio,Finland,"Kuopio, Finland",Y,
1113844078,Baška Voda,Split-Dalmatia,Croatia,Baška Voda,Croatia,"Baška Voda, Croatia",Y,
1102443443,Szczecin,West Pomeranian,Poland,Szczecin,Poland,"Szczecin, Poland",Y,
1109356644,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1111735438,Rochester,New York,United States,"Rochester, New York",United States,"Rochester, New York, United States",Y,
1124035486,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1105087209,Zurich,,Switzerland,Zurich,Switzerland,"Zurich, Switzerland",Y,
1126086921,Szczecin,West Pomeranian,Poland,Szczecin,Poland,"Szczecin, Poland",Y,
1103724325,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1109682847,Tallinn,Harju County,Estonia,Tallinn,Estonia,"Tallinn, Estonia",Y,
1097686137,Fribourg,,Switzerland,Fribourg,Switzerland,"Fribourg, Switzerland",Y,
1125004188,Murfreesboro,Tennessee,United States,"Murfreesboro, Tennessee",United States,"Murfreesboro, Tennessee, United States",Y,
1107290435,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1102227996,Oakland,California,United States,"Oakland, California",United States,"Oakland, California, United States",Y,
1124840254,Winnipeg,Manitoba,Canada,"Winnipeg, Manitoba",Canada,"Winnipeg, Manitoba, Canada",Y,
1107289556,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1127155729,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1153345992,Memphis,Tennessee,United States,"Memphis, Tennessee",United States,"Memphis, Tennessee, United States",Y,
1146356760,Athens,Alabama,United States,"Athens, Alabama",United States,"Athens, Alabama, United States",Y,
1121753561,Melbourne,Victoria,Australia,Melbourne,Australia,"Melbourne, Australia",Y,
1131659634,Oakland,California,United States,"Oakland, California",United States,"Oakland, California, United States",Y,
1143172220,Somerville,New Jersey,United States,"Somerville, New Jersey",United States,"Somerville, New Jersey, United States",Y,
1155788760,Murfreesboro,Tennessee,United States,"Murfreesboro, Tennessee",United States,"Murfreesboro, Tennessee, United States",Y,
1148241486,Pittsburgh,Pennsylvania,United States,"Pittsburgh, Pennsylvania",United States,"Pittsburgh, Pennsylvania, United States",Y,
1135116604,Frankfurt,Hesse,Germany,Frankfurt,Germany,"Frankfurt, Germany",Y,
1142360459,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1137347261,Denver,Colorado,United States,"Denver, Colorado",United States,"Denver, Colorado, United States",Y,
1141576257,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1149763452,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1137942486,Lausanne,Vaud,Switzerland,Lausanne,Switzerland,"Lausanne, Switzerland",Y,
1148374547,Carnon-Plage,Occitanie,France,Carnon-Plage,France,"Carnon-Plage, France",Y,
1160579826,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1143027870,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1161888703,Ithaca,New York,United States,"Ithaca, New York",United States,"Ithaca, New York, United States",Y,
1137937282,Litoměřice,Ústí nad Labem,Czech Republic,Litoměřice,Czech Republic,"Litoměřice, Czech Republic",Y,
1157398732,Copenhagen,Capital Region,Denmark,Copenhagen,Denmark,"Copenhagen, Denmark",Y,
1146789209,College Park,Maryland,United States,"College Park, Maryland",United States,"College Park, Maryland, United States",Y,
1161871029,Naantali,Southwest Finland,Finland,Naantali,Finland,"Naantali, Finland",Y,
1149881200,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1161167528,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1143195910,Chambéry,Auvergne-Rhône-Alpes,France,Chambéry,France,"Chambéry, France",Y,
1146843672,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1163624128,West Linn,Oregon,United States,"West Linn, Oregon",United States,"West Linn, Oregon, United States",Y,
1157942368,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1134914723,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1138601883,Santa Cruz,California,United States,"Santa Cruz, California",United States,"Santa Cruz, California, United States",Y,
1164034575,Chattanooga,Tennessee,United States,"Chattanooga, Tennessee",United States,"Chattanooga, Tennessee, United States",Y,
1139778550,Stockholm,Stockholm County,Sweden,Stockholm,Sweden,"Stockholm, Sweden",Y,
1156283186,Winnipeg,Manitoba,Canada,"Winnipeg, Manitoba",Canada,"Winnipeg, Manitoba, Canada",Y,
1143155263,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1133888413,Murfreesboro,Tennessee,United States,"Murfreesboro, Tennessee",United States,"Murfreesboro, Tennessee, United States",Y,
1158263300,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1167422711,Memphis,Tennessee,United States,"Memphis, Tennessee",United States,"Memphis, Tennessee, United States",Y,
1190256479,New York,,United States,New York,United States,"New York, United States",Y,
1183654670,Medellín,Antioquia,Colombia,Medellín,Colombia,"Medellín, Colombia",Y,
1163784775,Buena Vista,Florida,United States,"Buena Vista, Florida",United States,"Buena Vista, Florida, United States",Y,
1179874637,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1176318174,Portland,Oregon,United States,"Portland, Oregon",United States,"Portland, Oregon, United States",Y,
1180496320,Vancouver,British Columbia,Canada,"Vancouver, British Columbia",Canada,"Vancouver, British Columbia, Canada",Y,
1189535136,Boise,Idaho,United States,"Boise, Idaho",United States,"Boise, Idaho, United States",Y,
1176650845,Budd Lake,New Jersey,United States,"Budd Lake, New Jersey",United States,"Budd Lake, New Jersey, United States",Y,
1173606489,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1173467292,Missoula,Montana,United States,"Missoula, Montana",United States,"Missoula, Montana, United States",Y,
1189345008,Warsaw,Masovian,Poland,Warsaw,Poland,"Warsaw, Poland",Y,
1186079315,Aarau,Aargau,Switzerland,Aarau,Switzerland,"Aarau, Switzerland",Y,
1177615498,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1183729267,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1154685554,Vienna,,Austria,Vienna,Austria,"Vienna, Austria",Y,
1185556078,Linz,Upper Austria,Austria,Linz,Austria,"Linz, Austria",Y,
1177512537,Carnon-Plage,Occitanie,France,Carnon-Plage,France,"Carnon-Plage, France",Y,
1191627566,Ithaca,New York,United States,"Ithaca, New York",United States,"Ithaca, New York, United States",Y,
1180373807,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1185458086,Kraków,Lesser Poland,Poland,Kraków,Poland,"Kraków, Poland",Y,
1182542776,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1179679872,Aachen,North Rhine-Westphalia,Germany,Aachen,Germany,"Aachen, Germany",Y,
1170456736,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1172931308,Montreal,Quebec,Canada,"Montreal, Quebec",Canada,"Montreal, Quebec, Canada",Y,
1166622628,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1192722292,Saint Petersburg,,Russia,Saint Petersburg,Russia,"Saint Petersburg, Russia",Y,
1172562114,Santa Cruz,California,United States,"Santa Cruz, California",United States,"Santa Cruz, California, United States",Y,
1172329753,Vinni,Harjumaa,Estonia,Vinni,Estonia,"Vinni, Estonia",Y,
1181021804,Edmonton,Alberta,Canada,"Edmonton, Alberta",Canada,"Edmonton, Alberta, Canada",Y,
1176844933,Austin,Texas,United States,"Austin, Texas",United States,"Austin, Texas, United States",Y,
1188233129,Winnipeg,Manitoba,Canada,"Winnipeg, Manitoba",Canada,"Winnipeg, Manitoba, Canada",Y,
1164845982,San Francisco,California,United States,"San Francisco, California",United States,"San Francisco, California, United States",Y,
1168634226,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1195773772,Wrocław,Lower Silesian,Poland,Wrocław,Poland,"Wrocław, Poland",Y,
1222687523,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1199106237,Montpellier,Occitanie,France,Montpellier,France,"Montpellier, France",Y,
1194517448,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1189977929,Houston,Texas,United States,"Houston, Texas",United States,"Houston, Texas, United States",Y,
1212769063,Chicago,Illinois,United States,"Chicago, Illinois",United States,"Chicago, Illinois, United States",Y,
1226205667,San Cristóbal,Táchira,Venezuela,San Cristóbal,Venezuela,"San Cristóbal, Venezuela",Y,
1205552627,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1219405634,Warsaw,Masovian,Poland,Warsaw,Poland,"Warsaw, Poland",Y,
1208345952,Turku,Southwest Finland,Finland,Turku,Finland,"Turku, Finland",Y,
1203604560,Paris,Île-de-France,France,Paris,France,"Paris, France",Y,
1228946926,Prague,,Czech Republic,Prague,Czech Republic,"Prague, Czech Republic",Y,
1220466807,Silver Spring,Maryland,United States,"Silver Spring, Maryland",United States,"Silver Spring, Maryland, United States",Y,
1195677906,Berlin,,Germany,Berlin,Germany,"Berlin, Germany",Y,
1226938152,Helsinki,Uusimaa,Finland,Helsinki,Finland,"Helsinki, Finland",Y,
1220519679,Naantali,Southwest Finland,Finland,Naantali,Finland,"Naantali, Finland",Y,
1212406878,Marseille,Provence-Alpes-Côte d'Azur,France,Marseille,France,"Marseille, France",Y,
1216058526,Harrisburg,Pennsylvania,United States,"Harrisburg, Pennsylvania",United States,"Harrisburg, Pennsylvania, United States",Y,
1200325415,Rochester,New York,United States,"Rochester, New York",United States,"Rochester, New York, United States",Y,
1221506867,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1202118857,Jyväskylä,Central Finland,Finland,Jyväskylä,Finland,"Jyväskylä, Finland",Y,
1218721346,Salem,Illinois,United States,"Salem, Illinois",United States,"Salem, Illinois, United States",Y,
