event,division,place,severity,issue
1013283071,Women's Doubles Net,5,HIGH,non_person_present
1013283071,Women's Doubles Net,6,HIGH,non_person_present
1015303046,Intermediate Doubles Net,1,HIGH,non_person_present
1015303046,Intermediate Doubles Net,2,HIGH,non_person_present
1015303046,Mixed Doubles Net,1,HIGH,non_person_present
1015303046,Mixed Doubles Net,2,HIGH,non_person_present
1015303046,Mixed Doubles Net,3,HIGH,non_person_present
1015303046,Open Doubles Net,1,HIGH,non_person_present
1015303046,Open Doubles Net,2,HIGH,non_person_present
1015303046,Open Doubles Net,3,HIGH,non_person_present
1015303046,Open Doubles Net,4,HIGH,non_person_present
1015303046,Open Doubles Net,5,HIGH,non_person_present
1016457376,Novice,1,HIGH,non_person_present
1016457376,Novice,2,HIGH,non_person_present
1016457376,Novice,3,HIGH,non_person_present
1016457376,Novice,4,HIGH,non_person_present
1018812342,Doubles Freestyle,1,HIGH,team_row_in_singles
1018812342,Doubles Freestyle,1,HIGH,non_person_present
1018812342,Doubles Freestyle,2,HIGH,team_row_in_singles
1018812342,Doubles Freestyle,2,HIGH,non_person_present
1018812342,Doubles Freestyle,3,HIGH,team_row_in_singles
1018812342,Doubles Freestyle,3,HIGH,non_person_present
1018812342,Doubles Freestyle,4,HIGH,team_row_in_singles
1018812342,Doubles Freestyle,4,HIGH,non_person_present
1018812342,Doubles Freestyle,5,HIGH,team_row_in_singles
1018812342,Doubles Freestyle,5,HIGH,non_person_present
1018812342,Girl's Freestyle,1,HIGH,team_row_in_singles
1018812342,Girl's Freestyle,1,HIGH,non_person_present
1018812342,Girl's Freestyle,2,HIGH,team_row_in_singles
1018812342,Girl's Freestyle,2,HIGH,non_person_present
1018812342,Girl's Freestyle,3,HIGH,team_row_in_singles
1018812342,Girl's Freestyle,3,HIGH,non_person_present
1018812342,Intermediate Freestyle,4,HIGH,non_person_present
1018812342,Intermediate Freestyle,8,HIGH,team_row_in_singles
1018812342,Intermediate Freestyle,8,HIGH,non_person_present
1018812342,Intermediate Freestyle,10,HIGH,non_person_present
1018812342,Intermediate Freestyle,12,HIGH,non_person_present
1018812342,Open Freestyle,5,HIGH,non_person_present
1018812342,Open Freestyle,6,HIGH,non_person_present
1021665982,Intermediate,1,HIGH,non_person_present
1021665982,Intermediate,2,HIGH,non_person_present
1021665982,Intermediate,3,HIGH,non_person_present
1021665982,Intermediate,4,HIGH,non_person_present
1021665982,Intermediate,5,HIGH,non_person_present
1021665982,Intermediate,6,HIGH,non_person_present
1021665982,Intermediate,7,HIGH,non_person_present
1021665982,Intermediate,8,HIGH,non_person_present
1025084282,Intermediate 1Min 30 Sec,3,HIGH,non_person_present
1025084282,Intermediate 1Min 30 Sec,4,HIGH,non_person_present
1027925383,Intermediate Doubles Net,1,HIGH,non_person_present
1027925383,Intermediate Doubles Net,2,HIGH,non_person_present
1027925383,Intermediate Doubles Net,3,HIGH,non_person_present
1027925383,Open Doubles Net,1,HIGH,non_person_present
1027925383,Open Doubles Net,2,HIGH,non_person_present
1027925383,Open Doubles Net,3,HIGH,non_person_present
1027925383,Open Doubles Net,4,HIGH,non_person_present
1027925383,Open Doubles Net,5,HIGH,non_person_present
1027925383,Open Doubles Net,6,HIGH,non_person_present
1027925383,Open Doubles Net,7,HIGH,non_person_present
1027925383,Open Doubles Net,8,HIGH,non_person_present
1028218784,Intermediate Doubles Net,1,HIGH,non_person_present
1028218784,Intermediate Doubles Net,2,HIGH,non_person_present
1028218784,Intermediate Doubles Net,3,HIGH,non_person_present
1028218784,Mixed Doubles Net,1,HIGH,non_person_present
1028218784,Mixed Doubles Net,2,HIGH,non_person_present
1028218784,Mixed Doubles Net,3,HIGH,non_person_present
1028218784,Pro Doubles Net,1,HIGH,non_person_present
1028218784,Pro Doubles Net,2,HIGH,non_person_present
1028218784,Pro Doubles Net,3,HIGH,non_person_present
1028218784,Pro Doubles Net,4,HIGH,non_person_present
1028233308,Novice Circle Jamz,5,HIGH,non_person_present
1028800969,Doubles Net Open,1,HIGH,non_person_present
1028800969,Doubles Net Open,2,HIGH,non_person_present
1028800969,Doubles Net Open,3,HIGH,non_person_present
1028800969,Doubles Net Open,4,HIGH,non_person_present
1028800969,Doubles Net Open,5,HIGH,non_person_present
1028800969,Doubles Net Open,6,HIGH,non_person_present
1028800969,Doubles Net Open,8,HIGH,non_person_present
1028800969,Singles Net Open,9,HIGH,team_row_in_singles
1028800969,Singles Net Open,9,HIGH,non_person_present
1029347412,Sick 3,1,HIGH,non_person_present
1030830356,Open Double Net,1,HIGH,non_person_present
1030830356,Open Double Net,2,HIGH,non_person_present
1030830356,Open Double Net,3,HIGH,non_person_present
1030830356,Team Freestyle,1,HIGH,team_row_in_singles
1030830356,Team Freestyle,1,HIGH,non_person_present
1030830356,Team Freestyle,2,HIGH,team_row_in_singles
1030830356,Team Freestyle,2,HIGH,non_person_present
1031334528,Doubles Net- Intermediate,1,HIGH,non_person_present
1031334528,Doubles Net- Intermediate,2,HIGH,non_person_present
1031334528,Doubles Net- Intermediate,3,HIGH,non_person_present
1031334528,Doubles Net- Intermediate,4,HIGH,non_person_present
1031334528,Doubles Net- Novice,1,HIGH,non_person_present
1031334528,Doubles Net- Novice,2,HIGH,non_person_present
1031334528,Doubles Net- Novice,3,HIGH,non_person_present
1031334528,Doubles Net- Novice,4,HIGH,non_person_present
1031334528,Pro Doubles Net,1,HIGH,non_person_present
1031334528,Pro Doubles Net,2,HIGH,non_person_present
1031334528,Pro Doubles Net,3,HIGH,non_person_present
1031334528,Pro Doubles Net,4,HIGH,non_person_present
1031334528,Pro Freestyle- Single,5,HIGH,team_row_in_singles
1031334528,Pro Freestyle- Single,5,HIGH,non_person_present
1032602594,Freestyle Routines,5,HIGH,non_person_present
1034985978,Open Doubles Net,1,HIGH,non_person_present
1034985978,Open Doubles Net,2,HIGH,non_person_present
1034985978,Open Doubles Net,3,HIGH,non_person_present
1034985978,Shred 30 Champion,2,HIGH,non_person_present
1034985978,Shred 30 Champion,3,HIGH,non_person_present
1035277529,Intermediate Doubles Net,1,HIGH,non_person_present
1035277529,Intermediate Doubles Net,2,HIGH,non_person_present
1035277529,Intermediate Doubles Net,3,HIGH,non_person_present
1035277529,Intermediate Doubles Net,4,HIGH,non_person_present
1035277529,Intermediate Doubles Net,5,HIGH,non_person_present
1035277529,Intermediate Doubles Net,6,HIGH,non_person_present
1035277529,Intermediate Doubles Net,7,HIGH,non_person_present
1035277529,Intermediate Doubles Net,8,HIGH,non_person_present
1035277529,Intermediate Doubles Net,9,HIGH,non_person_present
1035277529,Intermediate Doubles Net,13,HIGH,non_person_present
1035277529,Mixed Doubles Freestyle,1,HIGH,team_row_in_singles
1035277529,Mixed Doubles Freestyle,1,HIGH,non_person_present
1035277529,Mixed Doubles Freestyle,2,HIGH,team_row_in_singles
1035277529,Mixed Doubles Freestyle,2,HIGH,non_person_present
1035277529,Mixed Doubles Freestyle,3,HIGH,team_row_in_singles
1035277529,Mixed Doubles Freestyle,3,HIGH,non_person_present
1035277529,Mixed Doubles Net,1,HIGH,non_person_present
1035277529,Mixed Doubles Net,2,HIGH,non_person_present
1035277529,Mixed Doubles Net,3,HIGH,non_person_present
1035277529,Mixed Doubles Net,5,HIGH,non_person_present
1035277529,Open Doubles Freestyle,1,HIGH,team_row_in_singles
1035277529,Open Doubles Freestyle,1,HIGH,non_person_present
1035277529,Open Doubles Freestyle,2,HIGH,team_row_in_singles
1035277529,Open Doubles Freestyle,2,HIGH,non_person_present
1035277529,Open Doubles Freestyle,3,HIGH,team_row_in_singles
1035277529,Open Doubles Freestyle,3,HIGH,non_person_present
1035277529,Open Doubles Freestyle,4,HIGH,team_row_in_singles
1035277529,Open Doubles Freestyle,4,HIGH,non_person_present
1035277529,Open Doubles Freestyle,5,HIGH,team_row_in_singles
1035277529,Open Doubles Freestyle,5,HIGH,non_person_present
1035277529,Open Doubles Freestyle,6,HIGH,team_row_in_singles
1035277529,Open Doubles Freestyle,6,HIGH,non_person_present
1035277529,Open Doubles Net,1,HIGH,non_person_present
1035277529,Open Doubles Net,2,HIGH,non_person_present
1035277529,Open Doubles Net,3,HIGH,non_person_present
1035277529,Open Doubles Net,4,HIGH,non_person_present
1035277529,Open Doubles Net,5,HIGH,non_person_present
1035277529,Open Doubles Net,9,HIGH,non_person_present
1035277529,Open Doubles Net,11,HIGH,non_person_present
1035277529,Women's Open Doubles Net,1,HIGH,non_person_present
1035277529,Women's Open Doubles Net,2,HIGH,non_person_present
1035277529,Women's Open Doubles Net,3,HIGH,non_person_present
1035277529,Women's Open Doubles Net,4,HIGH,non_person_present
1039550946,Intermediate Doubles Net,1,HIGH,non_person_present
1039550946,Intermediate Doubles Net,2,HIGH,non_person_present
1039550946,Open Doubles Net,1,HIGH,non_person_present
1039550946,Open Doubles Net,2,HIGH,non_person_present
1039550946,Open Doubles Net,3,HIGH,non_person_present
1042821772,Intermediate Doubles Net,1,HIGH,non_person_present
1042821772,Intermediate Doubles Net,2,HIGH,non_person_present
1042821772,Open Doubles Freestyle 6 Teams,1,HIGH,team_row_in_singles
1042821772,Open Doubles Freestyle 6 Teams,1,HIGH,non_person_present
1042821772,Open Doubles Freestyle 6 Teams,2,HIGH,team_row_in_singles
1042821772,Open Doubles Freestyle 6 Teams,2,HIGH,non_person_present
1042821772,Open Doubles Freestyle 6 Teams,3,HIGH,team_row_in_singles
1042821772,Open Doubles Freestyle 6 Teams,3,HIGH,non_person_present
1042821772,Open Doubles Freestyle 6 Teams,4,HIGH,team_row_in_singles
1042821772,Open Doubles Freestyle 6 Teams,4,HIGH,non_person_present
1042821772,Open Doubles Freestyle 6 Teams,5,HIGH,team_row_in_singles
1042821772,Open Doubles Freestyle 6 Teams,5,HIGH,non_person_present
1042821772,Open Doubles Net,1,HIGH,non_person_present
1042821772,Open Doubles Net,2,HIGH,non_person_present
1042821772,Open Doubles Net,3,HIGH,non_person_present
1042821772,Open Doubles Net,4,HIGH,non_person_present
1043096425,Advanced Doubles Net,1,HIGH,non_person_present
1043096425,Advanced Doubles Net,2,HIGH,non_person_present
1043096425,Advanced Doubles Net,3,HIGH,non_person_present
1043096425,Doubles Consecutive,1,HIGH,team_row_in_singles
1043096425,Doubles Consecutive,1,HIGH,non_person_present
1043096425,Doubles Consecutive,2,HIGH,team_row_in_singles
1043096425,Doubles Consecutive,2,HIGH,non_person_present
1043096425,Doubles Consecutive,3,HIGH,team_row_in_singles
1043096425,Doubles Consecutive,3,HIGH,non_person_present
1043096425,Footbag Freestyle,1,HIGH,team_row_in_singles
1043096425,Footbag Freestyle,1,HIGH,non_person_present
1043096425,Mixed Doubles Footbag Net,1,HIGH,non_person_present
1043096425,Mixed Doubles Footbag Net,2,HIGH,non_person_present
1043096425,Mixed Doubles Footbag Net,3,HIGH,non_person_present
1043096425,Open Doubles Net,1,HIGH,non_person_present
1043096425,Open Doubles Net,2,HIGH,non_person_present
1043096425,Open Doubles Net,3,HIGH,non_person_present
1044952105,Open Doubles Net,1,HIGH,non_person_present
1044952105,Open Doubles Net,2,HIGH,non_person_present
1044952105,Open Doubles Net,3,HIGH,non_person_present
1044952105,Open Doubles Net,4,HIGH,non_person_present
1044952105,Open Doubles Net,5,HIGH,non_person_present
1044952105,Open Doubles Net,6,HIGH,non_person_present
1044952105,Open Doubles Net,7,HIGH,non_person_present
1045628278,Intermediate Routines,1,HIGH,non_person_present
1045628278,Intermediate Routines,2,HIGH,non_person_present
1045628278,Intermediate Routines,3,HIGH,non_person_present
1045628278,Intermediate Shred30,1,HIGH,non_person_present
1045628278,Intermediate Shred30,2,HIGH,non_person_present
1045628278,Intermediate Shred30,3,HIGH,non_person_present
1045628278,Pro Routines,1,HIGH,non_person_present
1045628278,Pro Routines,2,HIGH,non_person_present
1045628278,Pro Routines,3,HIGH,non_person_present
1045628278,Pro Shred30,1,HIGH,non_person_present
1045628278,Pro Shred30,2,HIGH,non_person_present
1045628278,Pro Shred30,3,HIGH,non_person_present
1049457912,Intermediate Doubles,1,HIGH,non_person_present
1049457912,Intermediate Doubles,2,HIGH,non_person_present
1049457912,Intermediate Doubles,3,HIGH,non_person_present
1049457912,Intermediate Doubles,4,HIGH,non_person_present
1049457912,Intermediate Doubles,5,HIGH,non_person_present
1049457912,Intermediate Doubles,6,HIGH,non_person_present
1049457912,Open Doubles,1,HIGH,non_person_present
1049457912,Open Doubles,2,HIGH,non_person_present
1049457912,Open Doubles,3,HIGH,non_person_present
1049457912,Open Doubles,4,HIGH,non_person_present
1049457912,Open Doubles,5,HIGH,non_person_present
1049457912,Open Doubles,6,HIGH,non_person_present
1049457912,Open Doubles,7,HIGH,non_person_present
1049457912,Open Doubles,8,HIGH,non_person_present
1049457912,Open Doubles,9,HIGH,non_person_present
1050067583,Pro Doubles,1,HIGH,non_person_present
1050067583,Pro Doubles,2,HIGH,non_person_present
1050067583,Pro Doubles,3,HIGH,non_person_present
1050067583,Pro Doubles,4,HIGH,non_person_present
1050067583,Pro Doubles,5,HIGH,non_person_present
1050067583,Pro Doubles,6,HIGH,non_person_present
1050067583,Pro Doubles,7,HIGH,non_person_present
1050140930,German Ranking Open Freestyle,1,HIGH,team_row_in_singles
1050140930,German Ranking Open Freestyle,1,HIGH,non_person_present
1050140930,German Ranking Open Freestyle,2,HIGH,team_row_in_singles
1050140930,German Ranking Open Freestyle,2,HIGH,non_person_present
1050140930,German Ranking Open Freestyle,3,HIGH,team_row_in_singles
1050140930,German Ranking Open Freestyle,3,HIGH,non_person_present
1050140930,German Ranking Open Freestyle,4,HIGH,team_row_in_singles
1050140930,German Ranking Open Freestyle,4,HIGH,non_person_present
1050140930,German Ranking Open Freestyle,5,HIGH,team_row_in_singles
1050140930,German Ranking Open Freestyle,5,HIGH,non_person_present
1050140930,German Ranking Open Freestyle,6,HIGH,team_row_in_singles
1050140930,German Ranking Open Freestyle,6,HIGH,non_person_present
1050140930,Intermediate Freestyle,1,HIGH,team_row_in_singles
1050140930,Intermediate Freestyle,1,HIGH,non_person_present
1050140930,Intermediate Freestyle,2,HIGH,team_row_in_singles
1050140930,Intermediate Freestyle,2,HIGH,non_person_present
1050140930,Intermediate Freestyle,3,HIGH,team_row_in_singles
1050140930,Intermediate Freestyle,3,HIGH,non_person_present
1050140930,Intermediate Freestyle,4,HIGH,team_row_in_singles
1050140930,Intermediate Freestyle,4,HIGH,non_person_present
1050140930,Intermediate Freestyle,5,HIGH,team_row_in_singles
1050140930,Intermediate Freestyle,5,HIGH,non_person_present
1050140930,Open Doubles Net,1,HIGH,non_person_present
1050140930,Open Doubles Net,2,HIGH,non_person_present
1050140930,Open Doubles Net,3,HIGH,non_person_present
1050140930,Open Freestyle,1,HIGH,team_row_in_singles
1050140930,Open Freestyle,1,HIGH,non_person_present
1050140930,Open Freestyle,2,HIGH,team_row_in_singles
1050140930,Open Freestyle,2,HIGH,non_person_present
1050140930,Open Freestyle,3,HIGH,team_row_in_singles
1050140930,Open Freestyle,3,HIGH,non_person_present
1050140930,Open Freestyle,4,HIGH,team_row_in_singles
1050140930,Open Freestyle,4,HIGH,non_person_present
1050140930,Open Freestyle,5,HIGH,team_row_in_singles
1050140930,Open Freestyle,5,HIGH,non_person_present
1050140930,Open Freestyle,6,HIGH,team_row_in_singles
1050140930,Open Freestyle,6,HIGH,non_person_present
1050140930,Open Freestyle,7,HIGH,team_row_in_singles
1050140930,Open Freestyle,7,HIGH,non_person_present
1050140930,Open Freestyle,8,HIGH,team_row_in_singles
1050140930,Open Freestyle,8,HIGH,non_person_present
1050140930,Open Freestyle,9,HIGH,team_row_in_singles
1050140930,Open Freestyle,9,HIGH,non_person_present
1050140930,Open Freestyle,10,HIGH,team_row_in_singles
1050140930,Open Freestyle,10,HIGH,non_person_present
1050140930,Women's Freestyle,1,HIGH,team_row_in_singles
1050140930,Women's Freestyle,1,HIGH,non_person_present
1050140930,Women's Freestyle,2,HIGH,team_row_in_singles
1050140930,Women's Freestyle,2,HIGH,non_person_present
1050140930,Women's Freestyle,3,HIGH,team_row_in_singles
1050140930,Women's Freestyle,3,HIGH,non_person_present
1050140930,Women's Freestyle,4,HIGH,team_row_in_singles
1050140930,Women's Freestyle,4,HIGH,non_person_present
1050140930,Women's Freestyle,5,HIGH,team_row_in_singles
1050140930,Women's Freestyle,5,HIGH,non_person_present
1050745947,Open Doubles Net,1,HIGH,non_person_present
1050745947,Open Doubles Net,2,HIGH,non_person_present
1050745947,Open Doubles Net,3,HIGH,non_person_present
1050745947,Open Doubles Net,4,HIGH,non_person_present
1052775366,Open Double Net,1,HIGH,non_person_present
1052775366,Open Double Net,2,HIGH,non_person_present
1052775366,Open Double Net,3,HIGH,non_person_present
1052775366,Open Double Net,4,HIGH,non_person_present
1057126024,Advanced Doubles Net,1,HIGH,non_person_present
1057126024,Advanced Doubles Net,2,HIGH,non_person_present
1057126024,Advanced Doubles Net,3,HIGH,non_person_present
1057126024,Beginners Doubles Net,1,HIGH,non_person_present
1057126024,Beginners Doubles Net,2,HIGH,non_person_present
1057126024,Beginners Doubles Net,3,HIGH,non_person_present
1057126024,Doubles One Pass Consecutive,1,HIGH,team_row_in_singles
1057126024,Doubles One Pass Consecutive,1,HIGH,non_person_present
1057126024,Doubles One Pass Consecutive,2,HIGH,team_row_in_singles
1057126024,Doubles One Pass Consecutive,2,HIGH,non_person_present
1057126024,Doubles One Pass Consecutive,3,HIGH,team_row_in_singles
1057126024,Doubles One Pass Consecutive,3,HIGH,non_person_present
1057126024,Footbag Freestyle,1,HIGH,team_row_in_singles
1057126024,Footbag Freestyle,1,HIGH,non_person_present
1057126024,Footbag Freestyle,2,HIGH,team_row_in_singles
1057126024,Footbag Freestyle,2,HIGH,non_person_present
1057126024,Footbag Freestyle,3,HIGH,team_row_in_singles
1057126024,Footbag Freestyle,3,HIGH,non_person_present
1057126024,Mixed Doubles Footbag Net,1,HIGH,non_person_present
1057126024,Mixed Doubles Footbag Net,2,HIGH,non_person_present
1057126024,Mixed Doubles Footbag Net,3,HIGH,non_person_present
1057126024,Women's Doubles Net,1,HIGH,non_person_present
1057126024,Women's Doubles Net,2,HIGH,non_person_present
1057126024,Women's Doubles Net,3,HIGH,non_person_present
1057175925,Amateur Doubles Net,1,HIGH,non_person_present
1057175925,Amateur Doubles Net,2,HIGH,non_person_present
1057175925,Amateur Doubles Net,3,HIGH,non_person_present
1057175925,Amateur One Pass Consecutive,1,HIGH,team_row_in_singles
1057175925,Amateur One Pass Consecutive,1,HIGH,non_person_present
1057175925,Amateur One Pass Consecutive,2,HIGH,team_row_in_singles
1057175925,Amateur One Pass Consecutive,2,HIGH,non_person_present
1057175925,Amateur One Pass Consecutive,3,HIGH,team_row_in_singles
1057175925,Amateur One Pass Consecutive,3,HIGH,non_person_present
1057175925,Open Doubles Net,1,HIGH,non_person_present
1057175925,Open Doubles Net,2,HIGH,non_person_present
1057175925,Open Doubles Net,3,HIGH,non_person_present
1057175925,Open One Pass Consecutive,1,HIGH,team_row_in_singles
1057175925,Open One Pass Consecutive,1,HIGH,non_person_present
1057175925,Open One Pass Consecutive,2,HIGH,team_row_in_singles
1057175925,Open One Pass Consecutive,2,HIGH,non_person_present
1057175925,Open One Pass Consecutive,3,HIGH,team_row_in_singles
1057175925,Open One Pass Consecutive,3,HIGH,non_person_present
1057345914,Intermediate Doubles Net,1,HIGH,non_person_present
1057345914,Intermediate Doubles Net,2,HIGH,non_person_present
1057345914,Intermediate Doubles Net,3,HIGH,non_person_present
1057345914,Intermediate Golf,3,HIGH,team_row_in_singles
1057345914,Intermediate Golf,3,HIGH,non_person_present
1057345914,Intermediate One Pass Consecutive,1,HIGH,team_row_in_singles
1057345914,Intermediate One Pass Consecutive,1,HIGH,non_person_present
1057345914,Intermediate One Pass Consecutive,2,HIGH,team_row_in_singles
1057345914,Intermediate One Pass Consecutive,2,HIGH,non_person_present
1057345914,Intermediate One Pass Consecutive,3,HIGH,team_row_in_singles
1057345914,Intermediate One Pass Consecutive,3,HIGH,non_person_present
1057345914,Open Doubles Net,1,HIGH,non_person_present
1057345914,Open Doubles Net,2,HIGH,non_person_present
1057345914,Open Doubles Net,3,HIGH,non_person_present
1057345914,Open One Pass Consecutive,1,HIGH,team_row_in_singles
1057345914,Open One Pass Consecutive,1,HIGH,non_person_present
1057345914,Open One Pass Consecutive,2,HIGH,team_row_in_singles
1057345914,Open One Pass Consecutive,2,HIGH,non_person_present
1057345914,Open One Pass Consecutive,3,HIGH,team_row_in_singles
1057345914,Open One Pass Consecutive,3,HIGH,non_person_present
1057773472,Freestyle,1,HIGH,non_person_present
1057773472,Pro/Am Net,1,HIGH,non_person_present
1057773472,Pro/Am Net,2,HIGH,non_person_present
1058378281,Freestyle - Open,9,HIGH,team_row_in_singles
1058378281,Freestyle - Open,9,HIGH,non_person_present
1058378281,Freestyle - Open,10,HIGH,team_row_in_singles
1058378281,Freestyle - Open,10,HIGH,non_person_present
1058378281,Intermediate Doubles Net,1,HIGH,non_person_present
1058378281,Mixed Doubles,1,HIGH,non_person_present
1058378281,Mixed Doubles,2,HIGH,non_person_present
1058378281,Mixed Doubles,3,HIGH,non_person_present
1058378281,Open Doubles,1,HIGH,non_person_present
1058378281,Open Doubles,2,HIGH,non_person_present
1058378281,Open Doubles,3,HIGH,non_person_present
1058378281,Women's Doubles,1,HIGH,non_person_present
1058378281,Women's Doubles,2,HIGH,non_person_present
1058378281,Women's Freestyle,2,HIGH,team_row_in_singles
1058378281,Women's Freestyle,2,HIGH,non_person_present
1058378281,Women's Freestyle,2,HIGH,city_as_partner
1063788560,Intermediate Doubles Net,1,HIGH,non_person_present
1063788560,Intermediate Doubles Net,2,HIGH,non_person_present
1063788560,Intermediate Doubles Net,3,HIGH,non_person_present
1063788560,Pro Doubles Net,1,HIGH,non_person_present
1063788560,Pro Doubles Net,2,HIGH,non_person_present
1063788560,Pro Doubles Net,3,HIGH,non_person_present
1063788560,Pro Doubles Net,4,HIGH,non_person_present
1063788560,Pro Doubles Net,5,HIGH,non_person_present
1063788560,Pro Doubles Net,7,HIGH,non_person_present
1063788560,Pro Doubles Net,8,HIGH,non_person_present
1064330873,Doubles Net Open,1,HIGH,non_person_present
1064330873,Doubles Net Open,2,HIGH,non_person_present
1064330873,Doubles Net Open,3,HIGH,non_person_present
1064330873,Doubles Net Open,4,HIGH,non_person_present
1064330873,Doubles Net Open,5,HIGH,non_person_present
1064330873,Doubles Net Open,9,HIGH,non_person_present
1064330873,Doubles Net Women,1,HIGH,non_person_present
1064330873,Doubles Net Women,2,HIGH,non_person_present
1064330873,Doubles Net Women,3,HIGH,non_person_present
1064849293,Open Double Net,1,HIGH,non_person_present
1064849293,Open Double Net,2,HIGH,non_person_present
1064849293,Open Double Net,3,HIGH,non_person_present
1064849293,Open Double Net,5,HIGH,non_person_present
1064849293,Open Team Freestyle,1,HIGH,team_row_in_singles
1064849293,Open Team Freestyle,1,HIGH,non_person_present
1064849293,Open Team Freestyle,2,HIGH,team_row_in_singles
1064849293,Open Team Freestyle,2,HIGH,non_person_present
1065478531,Open Doubles Net,1,HIGH,non_person_present
1065478531,Open Doubles Net,2,HIGH,non_person_present
1065478531,Open Doubles Net,3,HIGH,non_person_present
1065478531,Open Doubles Net,4,HIGH,non_person_present
1065478531,Open Doubles Net,5,HIGH,non_person_present
1065478531,Open Doubles Net,6,HIGH,non_person_present
1065478531,Open Doubles Net,7,HIGH,non_person_present
1065478531,Open Doubles Net,8,HIGH,non_person_present
1065478531,Open Doubles Net,9,HIGH,non_person_present
1065478531,Open Doubles Net,10,HIGH,non_person_present
1065478531,Open Doubles Net,11,HIGH,non_person_present
1065478531,Open Doubles Net,12,HIGH,non_person_present
1069791565,Doubles Net,1,HIGH,non_person_present
1069791565,Doubles Net,2,HIGH,non_person_present
1069791565,Doubles Net,3,HIGH,non_person_present
1069791565,Singles Net,3,HIGH,team_row_in_singles
1069791565,Singles Net,3,HIGH,non_person_present
1069791565,Women's Freestyle - Routines,1,HIGH,team_row_in_singles
1069791565,Women's Freestyle - Routines,1,HIGH,non_person_present
1069929277,Intermediate Doubles Net,1,HIGH,non_person_present
1069929277,Intermediate Doubles Net,2,HIGH,non_person_present
1069929277,Intermediate Doubles Net,3,HIGH,non_person_present
1069929277,Intermediate Doubles Net,4,HIGH,non_person_present
1069929277,Intermediate Doubles Net,5,HIGH,non_person_present
1069929277,Intermediate Doubles Net,6,HIGH,non_person_present
1069929277,Intermediate Doubles Net,7,HIGH,non_person_present
1069929277,Mixed Doubles Freestyle,1,HIGH,team_row_in_singles
1069929277,Mixed Doubles Freestyle,1,HIGH,non_person_present
1069929277,Mixed Doubles Freestyle,2,HIGH,team_row_in_singles
1069929277,Mixed Doubles Freestyle,2,HIGH,non_person_present
1069929277,Mixed Doubles Net,1,HIGH,non_person_present
1069929277,Mixed Doubles Net,2,HIGH,non_person_present
1069929277,Mixed Doubles Net,3,HIGH,non_person_present
1069929277,Mixed Doubles Net,4,HIGH,non_person_present
1069929277,Mixed Doubles Net,5,HIGH,non_person_present
1069929277,Mixed Doubles Net,7,HIGH,non_person_present
1069929277,Mixed Doubles Net,10,HIGH,non_person_present
1069929277,Mixed Doubles Net,13,HIGH,non_person_present
1069929277,Open Doubles Freestyle,1,HIGH,team_row_in_singles
1069929277,Open Doubles Freestyle,1,HIGH,non_person_present
1069929277,Open Doubles Freestyle,2,HIGH,team_row_in_singles
1069929277,Open Doubles Freestyle,2,HIGH,non_person_present
1069929277,Open Doubles Freestyle,3,HIGH,team_row_in_singles
1069929277,Open Doubles Freestyle,3,HIGH,non_person_present
1069929277,Open Doubles Freestyle,4,HIGH,team_row_in_singles
1069929277,Open Doubles Freestyle,4,HIGH,non_person_present
1069929277,Open Doubles Freestyle,5,HIGH,team_row_in_singles
1069929277,Open Doubles Freestyle,5,HIGH,non_person_present
1069929277,Open Doubles Freestyle,6,HIGH,team_row_in_singles
1069929277,Open Doubles Freestyle,6,HIGH,non_person_present
1069929277,Open Doubles Net,1,HIGH,non_person_present
1069929277,Open Doubles Net,2,HIGH,non_person_present
1069929277,Open Doubles Net,3,HIGH,non_person_present
1069929277,Open Doubles Net,4,HIGH,non_person_present
1069929277,Open Doubles Net,5,HIGH,non_person_present
1069929277,Open Doubles Net,6,HIGH,non_person_present
1069929277,Open Doubles Net,7,HIGH,non_person_present
1069929277,Open Doubles Net,8,HIGH,non_person_present
1069929277,Open Doubles Net,9,HIGH,non_person_present
1069929277,Open Doubles Net,10,HIGH,non_person_present
1069929277,Open Doubles Net,11,HIGH,non_person_present
1069929277,Open Doubles Net,12,HIGH,non_person_present
1069929277,Open Doubles Net,13,HIGH,non_person_present
1069929277,Open Doubles Net,14,HIGH,non_person_present
1069929277,Open Doubles Net,15,HIGH,non_person_present
1069929277,Open Doubles Net,16,HIGH,non_person_present
1069929277,Open Doubles Net,17,HIGH,non_person_present
1069929277,Open Doubles Net,18,HIGH,non_person_present
1069929277,Open Doubles Net,19,HIGH,non_person_present
1069929277,Open Doubles Net,20,HIGH,non_person_present
1069929277,Open Doubles Net,21,HIGH,non_person_present
1069929277,Open Doubles Net,22,HIGH,non_person_present
1069929277,Women Open Doubles Net,1,HIGH,non_person_present
1069929277,Women Open Doubles Net,2,HIGH,non_person_present
1069929277,Women Open Doubles Net,3,HIGH,non_person_present
1069929277,Women Open Doubles Net,4,HIGH,non_person_present
1069929277,Women Open Doubles Net,5,HIGH,non_person_present
1069929277,Women Open Doubles Net,6,HIGH,non_person_present
1069929277,Women Open Doubles Net,7,HIGH,non_person_present
1071060801,Double Open,1,HIGH,non_person_present
1071060801,Double Open,2,HIGH,non_person_present
1071060801,Double Open,3,HIGH,non_person_present
1071060801,Double Open,4,HIGH,non_person_present
1074511718,Intermediate Double Net,1,HIGH,non_person_present
