event,division,place,severity,issue
1556306551,Open Doubles,4,HIGH,non_person_present
1556306551,Open Doubles,5,HIGH,non_person_present
1556306551,Open Doubles,6,HIGH,non_person_present
1556306551,Open Doubles,7,HIGH,non_person_present
1556306551,Open Doubles,8,HIGH,non_person_present
1556306551,Open Doubles,9,HIGH,non_person_present
1556306551,Open Doubles,10,HIGH,non_person_present
1556306551,Open Doubles,11,HIGH,non_person_present
1556730450,Open Doubles Net,1,HIGH,non_person_present
1556730450,Open Doubles Net,2,HIGH,non_person_present
1556730450,Open Doubles Net,3,HIGH,non_person_present
1557144269,Mixed Net,1,HIGH,non_person_present
1557144269,Mixed Net,2,HIGH,non_person_present
1557144269,Mixed Net,3,HIGH,non_person_present
1557144269,Mixed Net,4,HIGH,non_person_present
1557144269,Open Double Net,1,HIGH,non_person_present
1557144269,Open Double Net,2,HIGH,non_person_present
1557144269,Open Double Net,3,HIGH,non_person_present
1557144269,Open Double Net,4,HIGH,non_person_present
1557144269,Open Double Net,5,HIGH,non_person_present
1557144269,Open Double Net,6,HIGH,non_person_present
1557144269,Open Double Net,6,HIGH,city_as_partner
1557144269,Open Double Net,7,HIGH,non_person_present
1557144269,Open Double Net,8,HIGH,non_person_present
1557331196,Open Doubles Net,1,HIGH,non_person_present
1557331196,Open Doubles Net,2,HIGH,non_person_present
1557331196,Open Doubles Net,3,HIGH,non_person_present
1564005204,I. Ereaga Footbag Net Tournament,1,HIGH,non_person_present
1564005204,I. Ereaga Footbag Net Tournament,2,HIGH,non_person_present
1564005204,I. Ereaga Footbag Net Tournament,3,HIGH,non_person_present
1564005204,I. Ereaga Footbag Net Tournament,4,HIGH,non_person_present
1565425638,Mixed Doubles Net,1,HIGH,non_person_present
1565425638,Mixed Doubles Net,2,HIGH,non_person_present
1565425638,Mixed Doubles Net,3,HIGH,non_person_present
1565425638,Mixed Doubles Net,4,HIGH,non_person_present
1565425638,Open Doubles Net,1,HIGH,non_person_present
1565425638,Open Doubles Net,2,HIGH,non_person_present
1565425638,Open Doubles Net,3,HIGH,non_person_present
1565425638,Open Doubles Net,4,HIGH,non_person_present
1565425638,Open Doubles Net,5,HIGH,non_person_present
1565425638,Open Doubles Net,6,HIGH,non_person_present
1565425638,Open Doubles Net,7,HIGH,non_person_present
1565425638,Open Doubles Net,8,HIGH,non_person_present
1565425638,Open Doubles Net,9,HIGH,non_person_present
1565425638,Open Doubles Net,10,HIGH,non_person_present
1565425638,Open Doubles Net,11,HIGH,non_person_present
1566532030,Mixed Doubles Net,1,HIGH,non_person_present
1566532030,Mixed Doubles Net,2,HIGH,non_person_present
1566532030,Mixed Doubles Net,3,HIGH,non_person_present
1566532030,Mixed Doubles Net,4,HIGH,non_person_present
1566532030,Open Doubles Net,1,HIGH,non_person_present
1566532030,Open Doubles Net,2,HIGH,non_person_present
1566532030,Open Doubles Net,3,HIGH,non_person_present
1566532030,Open Doubles Net,4,HIGH,non_person_present
1566532030,Open Doubles Net,5,HIGH,non_person_present
1566532030,Open Doubles Net,6,HIGH,non_person_present
1566532030,Open Doubles Net,7,HIGH,non_person_present
1566532030,Open Doubles Net,8,HIGH,non_person_present
1566532030,Open Doubles Net,9,HIGH,non_person_present
1566532030,Open Doubles Net,10,HIGH,non_person_present
1566532030,Open Doubles Net,11,HIGH,non_person_present
1566532030,Open Doubles Net,12,HIGH,non_person_present
1566532030,Open Doubles Net,13,HIGH,non_person_present
1566532030,Open Doubles Net,14,HIGH,non_person_present
1566532030,Open Doubles Net,15,HIGH,non_person_present
1567551985,Battle International,5,HIGH,non_person_present
1567551985,Battle Polish,4,HIGH,non_person_present
1567551985,Circle Contest International,5,HIGH,non_person_present
1567551985,Circle Contest Polish,4,HIGH,non_person_present
1567551985,Footbag Golf,1,HIGH,team_row_in_singles
1567551985,Footbag Golf,1,HIGH,non_person_present
1567551985,Footbag Golf,1,HIGH,city_as_partner
1567551985,Footbag Golf,1,HIGH,city_as_partner
1567551985,Footbag Golf,2,HIGH,team_row_in_singles
1567551985,Footbag Golf,2,HIGH,non_person_present
1567551985,Footbag Golf,2,HIGH,city_as_partner
1567551985,Footbag Golf,2,HIGH,city_as_partner
1567551985,Footbag Golf,3,HIGH,team_row_in_singles
1567551985,Footbag Golf,3,HIGH,non_person_present
1567551985,Footbag Golf,3,HIGH,city_as_partner
1567551985,Footbag Golf,3,HIGH,city_as_partner
1567551985,Open Doubles Net,1,HIGH,non_person_present
1567551985,Open Doubles Net,2,HIGH,non_person_present
1567551985,Open Doubles Net,3,HIGH,non_person_present
1567551985,Open Doubles Net,4,HIGH,non_person_present
1567551985,Open Doubles Net,5,HIGH,non_person_present
1567551985,Open Doubles Net,6,HIGH,non_person_present
1567551985,Open Doubles Net,7,HIGH,non_person_present
1567551985,Request Contest,5,HIGH,non_person_present
1568289502,Footbag Net Open Doubles,1,HIGH,non_person_present
1568289502,Footbag Net Open Doubles,2,HIGH,non_person_present
1568289502,Footbag Net Open Doubles,3,HIGH,non_person_present
1568289502,Footbag Net Open Doubles,4,HIGH,non_person_present
1568289502,Footbag Net Open Doubles,5,HIGH,non_person_present
1568289502,Footbag Net Open Doubles,6,HIGH,non_person_present
1568692191,Open Doubles Net,1,HIGH,non_person_present
1568692191,Open Doubles Net,2,HIGH,non_person_present
1568692191,Open Doubles Net,2,HIGH,city_as_partner
1568692191,Open Doubles Net,3,HIGH,non_person_present
1568692191,Open Doubles Net,4,HIGH,non_person_present
1568692191,Open Doubles Net,4,HIGH,city_as_partner
1568961264,Mixed Doubles Net,1,HIGH,non_person_present
1568961264,Mixed Doubles Net,2,HIGH,non_person_present
1568961264,Mixed Doubles Net,3,HIGH,non_person_present
1568961264,Open Doubles Net,1,HIGH,non_person_present
1568961264,Open Doubles Net,2,HIGH,non_person_present
1568961264,Open Doubles Net,3,HIGH,non_person_present
1568961264,Open Doubles Net,4,HIGH,non_person_present
1568961264,Open Doubles Net,5,HIGH,non_person_present
1568961264,Open Doubles Net,6,HIGH,non_person_present
1568961264,Open Doubles Net,7,HIGH,non_person_present
1568961264,Open Doubles Net,8,HIGH,non_person_present
1568961264,Open Doubles Net,9,HIGH,non_person_present
1568961264,Open Doubles Net,10,HIGH,non_person_present
1568961264,Open Doubles Net,11,HIGH,non_person_present
1568961264,Open Doubles Net,12,HIGH,non_person_present
1572864719,Open Doubles Net,1,HIGH,non_person_present
1572864719,Open Doubles Net,2,HIGH,non_person_present
1572864719,Open Doubles Net,2,HIGH,city_as_partner
1574365921,Footbag Net (Doubles) In April Of 2020.,1,HIGH,non_person_present
1574365921,Footbag Net (Doubles) In April Of 2020.,2,HIGH,non_person_present
1574365921,Footbag Net (Doubles) In April Of 2020.,3,HIGH,non_person_present
1574365921,Footbag Net (Doubles) In April Of 2020.,4,HIGH,non_person_present
1576342966,Open Doubles Net,1,HIGH,non_person_present
1576342966,Open Doubles Net,2,HIGH,non_person_present
1576342966,Open Doubles Net,3,HIGH,non_person_present
1576342966,Open Doubles Net,4,HIGH,non_person_present
1580328152,Open Doubles Net,1,HIGH,non_person_present
1580328152,Open Doubles Net,2,HIGH,non_person_present
1580328152,Open Doubles Net,3,HIGH,non_person_present
1593340253,Open Doubles Net,1,HIGH,non_person_present
1593340253,Open Doubles Net,2,HIGH,non_person_present
1593340253,Open Doubles Net,3,HIGH,non_person_present
1593340253,Open Doubles Net,4,HIGH,non_person_present
1595872698,Doubles Net,1,HIGH,non_person_present
1595872698,Doubles Net,2,HIGH,non_person_present
1595872698,Doubles Net,2,HIGH,city_as_partner
1595872698,Doubles Net,3,HIGH,non_person_present
1595872698,Doubles Net,3,HIGH,city_as_partner
1595872698,Doubles Net,4,HIGH,non_person_present
1596587110,Open Doubles Net,1,HIGH,non_person_present
1596587110,Open Doubles Net,2,HIGH,non_person_present
1596587110,Open Doubles Net,3,HIGH,non_person_present
1600984774,Mixed Doubles Net,1,HIGH,non_person_present
1600984774,Mixed Doubles Net,2,HIGH,non_person_present
1600984774,Mixed Doubles Net,3,HIGH,non_person_present
1600984774,Open Doubles Net,1,HIGH,non_person_present
1600984774,Open Doubles Net,2,HIGH,non_person_present
1600984774,Open Doubles Net,3,HIGH,non_person_present
1600984774,Open Doubles Net,5,HIGH,non_person_present
1600984774,Open Doubles Net,6,HIGH,non_person_present
1600984774,Open Doubles Net,7,HIGH,non_person_present
1614772897,Open Doubles Net,1,HIGH,non_person_present
1614772897,Open Doubles Net,2,HIGH,non_person_present
1614772897,Open Doubles Net,3,HIGH,non_person_present
1614772897,Open Doubles Net,4,HIGH,non_person_present
1624971880,Open Doubles Net,1,HIGH,non_person_present
1624971880,Open Doubles Net,2,HIGH,non_person_present
1624971880,Open Doubles Net,3,HIGH,non_person_present
1624971880,Open Doubles Net,4,HIGH,non_person_present
1624971880,Open Doubles Net,5,HIGH,non_person_present
1624971880,Open Doubles Net,6,HIGH,non_person_present
1624971880,Open Doubles Net,7,HIGH,non_person_present
1624971880,Open Doubles Net,8,HIGH,non_person_present
1624971880,Open Doubles Net,9,HIGH,non_person_present
1624971880,Open Doubles Net,10,HIGH,non_person_present
1624971880,Open Doubles Net,11,HIGH,non_person_present
1624971880,Open Doubles Net,12,HIGH,non_person_present
1624971880,Open Doubles Net,13,HIGH,non_person_present
1625854837,Doubles,1,HIGH,non_person_present
1625854837,Doubles,2,HIGH,non_person_present
1625854837,Doubles,3,HIGH,non_person_present
1628024472,Doubles Net,1,HIGH,non_person_present
1628024472,Doubles Net,2,HIGH,non_person_present
1628024472,Doubles Net,3,HIGH,non_person_present
1628024472,Doubles Net,3,HIGH,city_as_partner
1628025574,Double Net Mixte / Mixed Doubles Net,1,HIGH,non_person_present
1628025574,Double Net Mixte / Mixed Doubles Net,2,HIGH,non_person_present
1628025574,Double Net Mixte / Mixed Doubles Net,3,HIGH,non_person_present
1628025574,Double Net Mixte / Mixed Doubles Net,4,HIGH,non_person_present
1628025574,Double Net Mixte / Mixed Doubles Net,5,HIGH,non_person_present
1628025574,Double Net Mixte / Mixed Doubles Net,6,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,1,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,2,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,3,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,4,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,5,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,6,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,7,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,8,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,9,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,10,HIGH,non_person_present
1628025574,Double Net Open / Open Doubles Net,11,HIGH,non_person_present
1628025851,Double Net Intermédiaire,1,HIGH,non_person_present
1628025851,Double Net Intermédiaire,2,HIGH,non_person_present
1628025851,Double Net Intermédiaire,3,HIGH,non_person_present
1628025851,Double Net Intermédiaire,4,HIGH,non_person_present
1628025851,Double Net Open,1,HIGH,non_person_present
1628025851,Double Net Open,2,HIGH,non_person_present
1628025851,Double Net Open,3,HIGH,non_person_present
1628025851,Double Net Open,4,HIGH,non_person_present
1628025851,Double Net Open,5,HIGH,non_person_present
1628025851,Double Net Open,6,HIGH,non_person_present
1628025851,Double Net Open,7,HIGH,non_person_present
1628025851,Double Net Open,8,HIGH,non_person_present
1628596712,Open Doubles Net,1,HIGH,non_person_present
1628596712,Open Doubles Net,2,HIGH,non_person_present
1634665636,Open Doubles Net,1,HIGH,non_person_present
1634665636,Open Doubles Net,2,HIGH,non_person_present
1634665636,Open Doubles Net,3,HIGH,non_person_present
1634665636,Open Doubles Net,4,HIGH,non_person_present
1634665636,Open Doubles Net,5,HIGH,non_person_present
1634665636,Open Doubles Net,6,HIGH,non_person_present
1634938934,Last Classification,1,HIGH,non_person_present
1634938934,Last Classification,2,HIGH,non_person_present
1634938934,Last Classification,3,HIGH,non_person_present
1634938934,Last Classification,4,HIGH,non_person_present
1635599636,Open Doubles Net,1,HIGH,non_person_present
1635599636,Open Doubles Net,1,HIGH,city_as_partner
1635599636,Open Doubles Net,2,HIGH,non_person_present
1635599636,Open Doubles Net,2,HIGH,city_as_partner
1635599636,Open Doubles Net,3,HIGH,non_person_present
1635599636,Open Doubles Net,3,HIGH,city_as_partner
1643478787,Open Doubles Net,1,HIGH,non_person_present
1643478787,Open Doubles Net,2,HIGH,non_person_present
1643478787,Open Doubles Net,3,HIGH,non_person_present
1643478787,Open Doubles Net,4,HIGH,non_person_present
1643478787,Open Doubles Net,5,HIGH,non_person_present
1645025950,Open Doubles Net,1,HIGH,non_person_present
1645025950,Open Doubles Net,2,HIGH,non_person_present
1645025950,Open Doubles Net,3,HIGH,non_person_present
1646387871,Freestyle Request Contest,4,HIGH,team_row_in_singles
1646387871,Freestyle Request Contest,4,HIGH,non_person_present
1646387871,Freestyle Request Contest,5,HIGH,team_row_in_singles
1646387871,Freestyle Request Contest,5,HIGH,non_person_present
1646387871,Mixed Doubles Net,1,HIGH,non_person_present
1646387871,Mixed Doubles Net,2,HIGH,doubles_only_one_player
1646387871,Mixed Doubles Net,2,HIGH,non_person_present
1646387871,Mixed Doubles Net,3,HIGH,non_person_present
1646387871,Mixed Doubles Net,4,HIGH,non_person_present
1646387871,Mixed Doubles Net,5,HIGH,non_person_present
1646387871,Mixed Doubles Net,6,HIGH,non_person_present
1646387871,Open Doubles Net,1,HIGH,non_person_present
1646387871,Open Doubles Net,2,HIGH,non_person_present
1646387871,Open Doubles Net,3,HIGH,non_person_present
1646387871,Open Doubles Net,4,HIGH,non_person_present
1646387871,Open Doubles Net,5,HIGH,non_person_present
1646387871,Open Doubles Net,6,HIGH,non_person_present
1646387871,Open Doubles Net,7,HIGH,non_person_present
1646387871,Open Doubles Net,8,HIGH,non_person_present
1646387871,Open Doubles Net,9,HIGH,non_person_present
1646387871,Open Doubles Net,10,HIGH,non_person_present
1646387871,Open Doubles Net,11,HIGH,non_person_present
1646387871,Open Doubles Net,12,HIGH,non_person_present
1646387871,Open Doubles Net,13,HIGH,non_person_present
1646387871,Open Doubles Net,14,HIGH,non_person_present
1646387871,Open Doubles Net,15,HIGH,non_person_present
1646387871,Open Doubles Net,16,HIGH,non_person_present
1646387871,Open Doubles Net,17,HIGH,doubles_only_one_player
1646387871,Open Doubles Net,17,HIGH,non_person_present
1646387871,Open Doubles Net,18,HIGH,non_person_present
1646387871,Open Doubles Net,19,HIGH,non_person_present
1646387871,Open Doubles Net,20,HIGH,non_person_present
1646387871,Women's Doubles Net,1,HIGH,doubles_only_one_player
1646387871,Women's Doubles Net,1,HIGH,non_person_present
1646387871,Women's Doubles Net,2,HIGH,non_person_present
1646387871,Women's Doubles Net,3,HIGH,non_person_present
1646855336,Open Doubles Net,1,HIGH,non_person_present
1646855336,Open Doubles Net,2,HIGH,non_person_present
1646855336,Open Doubles Net,3,HIGH,non_person_present
1646855336,Open Doubles Net,4,HIGH,non_person_present
1646855336,Open Doubles Net,5,HIGH,non_person_present
1646855336,Open Doubles Net,6,HIGH,non_person_present
1646855336,Open Doubles Net,7,HIGH,non_person_present
1646855336,Open Doubles Net,8,HIGH,non_person_present
1646855336,Open Doubles Net,9,HIGH,non_person_present
1646855336,Open Doubles Net,10,HIGH,non_person_present
1646855336,Open Doubles Net,11,HIGH,non_person_present
1646855336,Open Doubles Net,13,HIGH,non_person_present
1646855336,Open Doubles Net,19,HIGH,non_person_present
1646855336,Open Mixed Doubles Net,1,HIGH,non_person_present
1646855336,Open Mixed Doubles Net,2,HIGH,non_person_present
1646855336,Open Mixed Doubles Net,3,HIGH,non_person_present
1647508742,Mixed Doubles Net,1,HIGH,non_person_present
1647508742,Mixed Doubles Net,2,HIGH,non_person_present
1647508742,Mixed Doubles Net,3,HIGH,non_person_present
1647508742,Open Doubles Net,1,HIGH,non_person_present
1647508742,Open Doubles Net,2,HIGH,non_person_present
1647508742,Open Doubles Net,3,HIGH,non_person_present
1647508742,Open Doubles Net,4,HIGH,non_person_present
1647508742,Open Doubles Net,5,HIGH,non_person_present
1647508742,Open Doubles Net,6,HIGH,non_person_present
1647508742,Open Doubles Net,7,HIGH,non_person_present
1649177702,Open Doubles Net,1,HIGH,non_person_present
1649177702,Open Doubles Net,2,HIGH,non_person_present
1649177702,Open Doubles Net,3,HIGH,non_person_present
1649177702,Open Singles Net,6,HIGH,non_person_present
1649177702,Open Singles Net,8,HIGH,team_row_in_singles
1649177702,Open Singles Net,8,HIGH,non_person_present
1649326445,Open Doubles Net,1,HIGH,non_person_present
1649326445,Open Doubles Net,1,HIGH,city_as_partner
1649326445,Open Doubles Net,2,HIGH,non_person_present
1649326445,Open Doubles Net,2,HIGH,city_as_partner
1653152207,Mixed Doubles Net,1,HIGH,non_person_present
1653152207,Mixed Doubles Net,2,HIGH,non_person_present
1653152207,Mixed Doubles Net,3,HIGH,non_person_present
1653152207,Mixed Doubles Net,4,HIGH,non_person_present
1653152207,Open Doubles Net,1,HIGH,non_person_present
1653152207,Open Doubles Net,2,HIGH,non_person_present
