result_id,canonical_event_id,division_raw,place,player_name_raw,person_id,person_canon,resolution_status,source_type
92050a27bc,76498d51d2,Open Golf,2,Tim Mackey,5e46bdbe-bbbb-5cca-aacb-d5edf9bf2540,Tim Mackey,MATCHED,FBW
11aadc2902,76498d51d2,Open Golf,3,Kenny Shults,,,REVIEW_NEEDED,FBW
56f1486137,00659874b9,Open Sgls Net,1,Kenny Shults,,,REVIEW_NEEDED,FBW
30f480459f,00659874b9,Open Sgls Net,2,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,MATCHED,FBW
c96d2d93b1,00659874b9,Open Sgls Net,3,Steve Fennell,,,REVIEW_NEEDED,FBW
aef0975903,00659874b9,Open Dbls Net,1,Kenny Shults,,,REVIEW_NEEDED,FBW
aef0975903,00659874b9,Open Dbls Net,1,Mike Harding,d75b5871-83c1-5284-b09d-a5eb5d4377dd,Mike Harding,MATCHED,FBW
ee27ec484c,00659874b9,Open Dbls Net,2,Dave Hill,5cb79fb4-ab20-558f-b4a2-e7206c9f22df,Dave Hill,MATCHED,FBW
ee27ec484c,00659874b9,Open Dbls Net,2,Dave Robinson,e7b054cf-d4f7-56cb-aafb-26a313fbbc14,Dave Robinson,MATCHED,FBW
18784d3a47,00659874b9,Open Dbls Net,3,Bob Swerdlick,4a680cee-eee2-5f29-9637-86075d66581c,Bob Swerdlick,MATCHED,FBW
18784d3a47,00659874b9,Open Dbls Net,3,Mike Puderbaugh,38df5c50-08d9-5706-90e5-464508ea0962,Mike Puderbaugh,MATCHED,FBW
2cfcf50581,00659874b9,Women's Sgls Net,1,Lori Jean Tarr,,,REVIEW_NEEDED,FBW
72db0e5877,00659874b9,Women's Sgls Net,2,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,Nancy Reynolds,MATCHED,FBW
5a3a7abe3b,00659874b9,Women's Sgls Net,3,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,MATCHED,FBW
1f67f0c371,00659874b9,Women's Dbls Net,1,Lori Jean Tarr,,,REVIEW_NEEDED,FBW
1f67f0c371,00659874b9,Women's Dbls Net,1,Rita Buckley,2b77bf53-5fb8-57a3-a5c0-aa9b0b08434e,Rita Buckley,MATCHED,FBW
e519f2aaa8,00659874b9,Women's Dbls Net,2,Shannon Aubin,4667c817-96f6-5e6e-b3ab-46ecd390dc0e,Shannon Aubin,MATCHED,FBW
e519f2aaa8,00659874b9,Women's Dbls Net,2,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,MATCHED,FBW
478f6e64b7,00659874b9,Women's Dbls Net,3,Karin Atogpian,,,REVIEW_NEEDED,FBW
478f6e64b7,00659874b9,Women's Dbls Net,3,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,Constance Constable,MATCHED,FBW
30722f65b5,00659874b9,Mixed Dbls Net,1,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,Nancy Reynolds,MATCHED,FBW
30722f65b5,00659874b9,Mixed Dbls Net,1,Constance Constable,826201f8-2540-5663-9bbf-239e94ccee43,Constance Constable,MATCHED,FBW
c7bf90d101,00659874b9,Mixed Dbls Net,2,Tricia George,26349aa8-a1ff-5e6a-bff5-f93a89d20c68,Tricia George,MATCHED,FBW
c7bf90d101,00659874b9,Mixed Dbls Net,2,Jody Grace,,,REVIEW_NEEDED,FBW
c007d6733b,00659874b9,Mixed Dbls Net,3,Nancy Reynolds,eccb075a-3997-5288-a805-774d358f5656,Nancy Reynolds,MATCHED,FBW
