person_id,person_canon,chains_total,chains_scored,avg_sequence_add,median_sequence_add,max_sequence_add,avg_avg_add,max_max_add,n_distinct_tricks,year_first,year_last,year_span,freestyle_placements,best_freestyle_place
d1aace44-cd92-5b85-9ed1-fe4afb2cd502,Ken Somolinos,2,2,7.5,7.5,8.0,3.75,5.0,6,2006,2006,0,62,1.0
ac873358-cd16-58eb-81c0-5c9b798de252,Jess Archer,2,2,7.0,7.0,8.0,2.334,3.0,5,2005,2005,0,2,1.0
91dbdc03-080b-5170-a2b4-6fcbc7b4f053,Justin Dale,2,2,6.5,6.5,8.0,3.25,5.0,5,2006,2006,0,32,1.0
3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,5,5,6.4,7.0,8.0,2.867,5.0,9,2008,2010,2,58,1.0
0f60f82c-75c9-552f-b962-5832d5cda779,Sergio Garcia,2,2,6.0,6.0,8.0,2.334,5.0,6,2015,2019,4,19,1.0
033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,2,2,5.5,5.5,8.0,2.75,5.0,7,2010,2013,3,53,1.0
05e1eec0-b3f1-5728-8ad2-831de4fc204f,Marco Hartig,1,1,7.0,7.0,7.0,2.333,5.0,4,2016,2016,0,18,3.0
16aae952-d265-5e4d-81b8-5474f6c43802,Jorden Moir,1,1,7.0,7.0,7.0,3.5,4.0,6,2007,2007,0,44,1.0
1bfb569c-6400-5fbb-aca1-66b0cfb3abc3,Jacob Wren,1,1,7.0,7.0,7.0,2.333,4.0,3,2007,2007,0,1,6.0
2b72150a-23a0-5c22-864d-86e32a01f185,Brendan Erskine,1,1,7.0,7.0,7.0,3.5,4.0,2,2001,2001,0,11,1.0
3a35aed5-508b-5278-847d-8a49e80d7b6f,Tomek Ostrowski,1,1,7.0,7.0,7.0,3.5,4.0,2,2005,2005,0,9,2.0
49ad435e-3398-59da-985c-65ce0612bdd3,Jan Brekle,1,1,7.0,7.0,7.0,3.5,4.0,3,2012,2012,0,14,5.0
56ecef47-5ea7-5d81-8de8-3efb1e66c81b,Wojciech Ignaczak,1,1,7.0,7.0,7.0,3.5,4.0,2,2004,2004,0,11,4.0
9d12fe41-0154-57a6-b312-5f3b46f621b5,Pavel Motorov,1,1,7.0,7.0,7.0,3.5,5.0,2,2012,2012,0,18,2.0
aa5f0e41-79db-5da1-a7dd-d47f3bd16cc2,Adrian Dick,1,1,7.0,7.0,7.0,3.5,4.0,2,2001,2001,0,4,1.0
ad56005f-3da3-5f45-99c3-a691e7e6773c,Julien Romiti,1,1,7.0,7.0,7.0,3.5,4.0,2,2006,2006,0,9,5.0
c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,2,1,7.0,7.0,7.0,2.333,3.0,6,2006,2008,2,12,1.0
db9f32dc-4dab-560e-aa3f-0acfd32fcd7d,John Suderman,1,1,7.0,7.0,7.0,3.5,4.0,2,2013,2013,0,5,2.0
e3d94c0b-8963-5e74-bc7c-5efb703a22b4,Christian Britting,1,1,7.0,7.0,7.0,3.5,4.0,3,2019,2019,0,9,1.0
e49165b1-b378-5ac5-b92e-566abacd386f,Christian Mills,1,1,7.0,7.0,7.0,3.5,4.0,3,2003,2003,0,2,2.0
ec1d5118-cd4b-591f-a84a-04bbe20868bc,Grischa Tellenbach,1,1,7.0,7.0,7.0,3.5,4.0,4,2003,2003,0,33,1.0
a3781ac2-c529-5316-b22b-2bdcfa67bb67,Damian Budzik,2,2,6.5,6.5,7.0,3.25,4.0,4,2004,2005,1,33,1.0
23462c9a-29d4-578f-9cfc-19d9ba086f45,Pavel Cerveny,2,2,5.0,5.0,7.0,2.5,4.0,6,2004,2004,0,21,3.0
6afe2e47-df47-5055-bba0-0aa2341d43e0,Max Boucoiran,2,2,5.0,5.0,7.0,2.5,4.0,6,2003,2006,3,15,1.0
9a67acb8-d69e-565c-9a52-ca308a6babc0,Janis Thal,2,2,5.0,5.0,7.0,2.5,4.0,4,2018,2018,0,8,3.0
e53e759e-e2e1-589b-a5b2-4c95e89b8e8c,Rory Dawson,2,2,4.5,4.5,7.0,2.25,4.0,9,2007,2007,0,21,1.0
10f0e26c-4ec9-5916-bc9b-ff587c0681d4,Eric Chan,1,1,6.0,6.0,6.0,3.0,3.0,2,2007,2007,0,1,2.0
162332af-26d3-557e-9bf8-ff21c226fbaf,Dylan Johnson,1,1,6.0,6.0,6.0,3.0,4.0,5,2006,2006,0,17,1.0
38c38c00-7c40-5136-b7d0-6e3c348aa396,John Hutchinson,1,1,6.0,6.0,6.0,3.0,4.0,2,2003,2003,0,1,3.0
73f415ee-765e-55ec-bde1-247d6b97eba6,Ellis Piltz,1,1,6.0,6.0,6.0,3.0,3.0,1,2004,2004,0,8,1.0
743b3110-af5d-5b1d-a489-5f0ebece2abd,Alex Bernstein,1,1,6.0,6.0,6.0,3.0,3.0,3,2008,2008,0,4,1.0
9ffd9877-c7d3-5bdb-a4d0-cc00e8225245,Kenny Perng,1,1,6.0,6.0,6.0,2.0,2.0,2,2006,2006,0,2,1.0
ab216b72-e80d-526e-ba50-e8dd93866623,Ricky Moran,1,1,6.0,6.0,6.0,3.0,3.0,1,2004,2004,0,5,1.0
f4f5b8d0-c503-5ae5-8ce5-c5ff07d630c4,Bruce Li,1,1,6.0,6.0,6.0,3.0,4.0,3,2018,2018,0,8,6.0
82c36f56-236f-4496-826b-cf59a6fcc4ed,Rafal Kaleta,2,2,5.0,5.0,6.0,2.5,4.0,4,2018,2021,3,111,1.0
ecd47dee-6803-5d73-b31c-dcb9860e767e,Mathieu Gauthier,3,3,5.0,5.0,6.0,2.889,4.0,6,2015,2021,6,33,1.0
6c912402-7d0e-580d-938c-7c6542c48bb1,Kevin Regamey,2,2,4.5,4.5,6.0,2.25,4.0,6,2007,2007,0,7,1.0
17a27155-b5bc-5c72-ac90-602127a1ed24,Andy Nawrath,1,1,5.0,5.0,5.0,2.5,5.0,3,2025,2025,0,0,
39dac0e1-9d56-515a-b0a9-2c64055c08e8,Ronny Schimmel,1,1,5.0,5.0,5.0,2.5,3.0,3,2014,2014,0,1,7.0
401af1f3-a976-5403-9740-210e2849f159,Maciej Niczyporuk,1,1,5.0,5.0,5.0,2.5,5.0,7,2017,2017,0,88,1.0
746cc216-852b-5788-bdf3-7b08b853664c,Mike Stokely,1,1,5.0,5.0,5.0,2.5,3.0,2,2008,2008,0,4,1.0
77de2a9d-0785-5fea-bc31-e614ae622492,Benny Kellman,1,1,5.0,5.0,5.0,1.667,3.0,4,2007,2007,0,5,1.0
835fd269-0b77-57fe-9efc-cbdf4b567a8b,Andrey Dyakonov,1,1,5.0,5.0,5.0,2.5,5.0,3,2018,2018,0,13,1.0
8a740aac-66c5-5fe2-a482-2acd1d1cdc11,Lynton Stephens,1,1,5.0,5.0,5.0,2.5,3.0,3,2003,2003,0,13,1.0
ac5e2112-c6cb-58f1-869d-6f6f8a63d13b,John Mahood,1,1,5.0,5.0,5.0,2.5,3.0,3,2006,2006,0,1,3.0
4c4087a3-79f1-5d9a-bf12-ab7262d18014,Diego Velazquez,2,2,4.5,4.5,5.0,2.25,4.0,6,2021,2021,0,7,1.0
17fc25c9-e348-5e57-8e6a-e3e974cc28e9,Denton Louis,1,1,4.0,4.0,4.0,2.0,2.0,3,2007,2007,0,6,2.0
3de01059-2378-5f56-910f-08e61f3294a1,Roy Klein,1,1,4.0,4.0,4.0,1.333,2.0,6,2015,2015,0,5,1.0
448d4c37-75f4-5396-bd2f-544dd0ab967c,Alex Verget,1,1,4.0,4.0,4.0,4.0,4.0,3,2006,2006,0,2,2.0
513c8bcf-4c53-5b90-8c71-a823c1f917a2,Stu Sapia,1,1,4.0,4.0,4.0,2.0,2.0,3,2006,2006,0,3,1.0
7afe03a1-08a3-5ea2-a884-f56589aeea38,Benjamin Benulis,1,1,4.0,4.0,4.0,2.0,2.0,1,2007,2007,0,1,25.0
816ccebb-84e4-551e-b7bb-d6517dd88e83,Asmus Helms,1,1,4.0,4.0,4.0,2.0,2.0,2,2016,2016,0,3,1.0
a16f307e-68d5-5ad4-be8f-234aeefc45fc,Joel Roset,1,1,4.0,4.0,4.0,2.0,2.0,2,2006,2006,0,2,2.0
b274fbcc-9283-5e2e-9c68-704f3212796e,Yves Kreil,1,1,4.0,4.0,4.0,2.0,4.0,2,2005,2005,0,24,1.0
cb3bbcdd-5807-5fa1-a1a7-3367acf07b95,Ken Moller,1,1,4.0,4.0,4.0,2.0,2.0,2,2021,2021,0,10,1.0
ddf2f704-a4d2-5653-a82a-45987d37645c,Krzysztof Sobótka,1,1,4.0,4.0,4.0,2.0,4.0,5,2011,2011,0,21,2.0
de72051a-f92e-5e3c-b161-af9028b11492,Adam Greenwood,1,1,4.0,4.0,4.0,2.0,4.0,2,2007,2007,0,3,3.0
700e0ec0-94b9-5de3-b9a9-8d40a3645de3,Patrik Cerny,2,2,3.5,3.5,4.0,2.75,4.0,6,2018,2021,3,31,1.0
9fccb3a3-3408-518a-aacb-43d9678fcce4,Pawel Nowak,3,2,3.5,3.5,4.0,1.75,4.0,8,2018,2021,3,55,1.0
437d9bc1-f872-5687-9191-689dccedb6d0,Michal Biarda,2,2,3.0,3.0,4.0,1.5,2.0,3,2009,2010,1,19,2.0
4122d672-aba7-5e34-a94f-df9602413736,Jan Zimmermann,1,1,3.0,3.0,3.0,1.5,3.0,4,2002,2002,0,13,1.0
