chain_id,event_id,year,person_id,person_canon,match_type,attribution_confidence,original_length,normalized_length,tokens_consumed_by_merges,merges_performed,scored_count,unscored_count,sequence_add,avg_add,max_add,tricks_normalized
1183729267_178,1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,,context_window,3,3,0,0,3,0,11.0,3.667,5.0,blurry whirl>whirl>swirl
1183729267_179,1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,,context_window,2,2,0,0,1,1,2.0,1.0,2.0,legover>symposium
1183729267_181,1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,,context_window,2,2,0,0,2,0,8.0,4.0,4.0,paradox whirl>spinning osis
1183729267_182,1183729267,2007,2f3d1d48-2e06-57f0-bca0-5211c668f88f,Julien Appolonio,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,paradox whirl>paradox mirage
1185458086_28,1185458086,2007,2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,,direct,2,2,0,0,1,1,4.0,2.0,4.0,spinning>dimwalk
1185458086_30,1185458086,2007,2512e04d-9d40-5794-9807-5cbf616df0a6,Gielnicki Damian,,context_window,3,3,0,0,3,0,11.0,3.667,5.0,drifter>blurriest>eggbeater
1188233129_12,1188233129,2007,e53e759e-e2e1-589b-a5b2-4c95e89b8e8c,Rory Dawson,,direct,2,2,0,0,2,0,7.0,3.5,4.0,blur>butterfly
1188233129_13,1188233129,2007,bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,,direct,3,3,0,0,3,0,15.0,5.0,5.0,blurry whirl>blurry whirl>blurriest
1188233129_14,1188233129,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,,direct,3,3,0,0,3,0,12.0,4.0,5.0,blurry whirl>ripwalk>whirl
1188233129_16,1188233129,2007,8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,,context_window,3,3,0,0,3,0,11.0,3.667,4.0,dimwalk>ripwalk>butterfly
1193783964_10,1193783964,2008,c8aa0d72-fc62-5da2-94ab-b7eabd58ae19,Eric Chang,,direct,2,2,0,0,0,2,,,,stepping>ducking
1193783964_6,1193783964,2008,743b3110-af5d-5b1d-a489-5f0ebece2abd,Alex Bernstein,,direct,2,2,0,0,2,0,6.0,3.0,3.0,whirl>whirl
1195773772_26,1195773772,2007,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,,direct,3,3,0,0,1,2,3.0,1.0,3.0,drifter>spinning>tapping
1195773772_28,1195773772,2007,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,,direct,2,2,0,0,2,0,11.0,5.5,6.0,food processor>mobius
1200325415_98,1200325415,2008,3e78df68-5425-5d48-a88a-3bf59fe2934f,Matt Kemmer,,direct,3,3,0,0,3,0,11.0,3.667,4.0,paradox mirage>blur>symposium whirl
1200725314_3,1200725314,2008,f825bd42-5056-55c5-8a4c-ba0788615e01,Ben Skaggs,,direct,3,3,0,0,3,0,11.0,3.667,5.0,whirl>whirl>paradox torque
1200725314_4,1200725314,2008,58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,,direct,3,3,0,0,3,0,10.0,3.333,4.0,ripwalk>whirl>whirl
1204904987_42,1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,,context_window,3,3,0,0,3,0,10.0,3.333,5.0,pixie>blurry whirl>whirl
1204904987_43,1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,ripwalk>whirl
1204904987_44,1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,,context_window,3,3,0,0,3,0,9.0,3.0,4.0,dimwalk>drifter>legover
1204904987_45,1204904987,2008,2eaccb7b-430c-5678-b982-9415b20b24cf,Miquel Clemente,,context_window,3,3,0,0,3,0,8.0,2.667,3.0,ducking clipper>drifter>legover
1216849705_29,1216849705,2008,c1c401e4-2560-5f81-9f5b-8c866a93eb12,Cody Rushing,,direct,5,5,0,0,5,0,18.0,3.6,4.0,blur>dimwalk>swirl>smear>dimwalk
1216849705_30,1216849705,2008,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,,direct,3,3,0,0,3,0,11.0,3.667,4.0,ripwalk>ripwalk>swirl
1216849705_31,1216849705,2008,746cc216-852b-5788-bdf3-7b08b853664c,Mike Stokely,,direct,2,2,0,0,2,0,5.0,2.5,3.0,butterfly>mirage
1216849705_33,1216849705,2008,fa005bba-9079-5b6a-9eec-592016d90f66,Greg Solis,,direct,7,7,0,0,7,0,22.0,3.143,4.0,butterfly>whirl>osis>dimwalk>osis>butterfly>swirl
1216849705_36,1216849705,2008,2c16c43d-6111-5231-b813-23f20f6ba7a3,Jonathan Schneider,,direct,2,2,0,0,2,0,6.0,3.0,3.0,swirl>swirl
1216849705_40,1216849705,2008,fa005bba-9079-5b6a-9eec-592016d90f66,Greg Solis,,direct,2,2,0,0,2,0,8.0,4.0,4.0,ducking butterfly>dimwalk
1219405634_116,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,0,1,1,2.0,1.0,2.0,clipper>ducking
1219405634_120,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,0,2,0,6.0,3.0,3.0,drifter>spinning clipper
1219405634_123,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,3,3,0,0,2,1,5.0,1.667,3.0,legover>drifter>stepping
1219405634_125,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,3,2,1,1,2,0,7.0,3.5,4.0,ducking clipper>ducking whirl
1219405634_128,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,0,1,1,3.0,1.5,3.0,stepping>eggbeater
1219405634_131,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,butterfly>spinning osis
1219405634_134,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,0,2,0,8.0,4.0,4.0,blender>atom smasher
1219405634_137,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,3,3,0,0,3,0,11.0,3.667,4.0,osis>paradox whirl>symposium whirl
1219405634_140,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,0,2,0,6.0,3.0,4.0,mirage>spinning osis
1219405634_143,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,0,2,0,6.0,3.0,3.0,eggbeater>drifter
1219405634_146,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,2,2,0,0,0,2,,,,stepping>atomic
1219405634_149,1219405634,2008,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,3,3,0,0,2,1,6.0,2.0,3.0,whirl>eggbeater>symposium
1219405634_98,1219405634,2008,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,,direct,2,2,0,0,2,0,7.0,3.5,4.0,drifter>torque
1219405634_99,1219405634,2008,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,,context_window,3,3,0,0,1,2,4.0,1.333,4.0,barraging>symposium dlo>atomic
1222687523_131,1222687523,2008,4451a36c-41ca-55ab-87f3-d364b6f485ee,Jan Honza Weber,,context_window,2,2,0,0,2,0,4.0,2.0,2.0,legover>pixie
1222687523_132,1222687523,2008,4451a36c-41ca-55ab-87f3-d364b6f485ee,Jan Honza Weber,,context_window,2,2,0,0,2,0,7.0,3.5,5.0,fog>pixie
1222687523_133,1222687523,2008,4451a36c-41ca-55ab-87f3-d364b6f485ee,Jan Honza Weber,,context_window,3,3,0,0,3,0,11.0,3.667,5.0,legover>torque>paradox blender
1222687523_134,1222687523,2008,4451a36c-41ca-55ab-87f3-d364b6f485ee,Jan Honza Weber,,context_window,2,2,0,0,2,0,8.0,4.0,5.0,blurry whirl>whirl
1222687523_135,1222687523,2008,4451a36c-41ca-55ab-87f3-d364b6f485ee,Jan Honza Weber,,context_window,3,3,0,0,2,1,7.0,2.333,5.0,blurry whirl>legover>symposium
1222687523_136,1222687523,2008,4451a36c-41ca-55ab-87f3-d364b6f485ee,Jan Honza Weber,,context_window,3,3,0,0,3,0,9.0,3.0,4.0,pixie>paradox whirl>whirl
1222687523_137,1222687523,2008,4451a36c-41ca-55ab-87f3-d364b6f485ee,Jan Honza Weber,,context_window,3,3,0,0,3,0,9.0,3.0,4.0,legover>dimwalk>whirl
1224962900_49,1224962900,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,direct,2,2,0,0,2,0,8.0,4.0,5.0,fusion>eggbeater
1226679678_191,1226679678,2009,6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,,direct,2,2,0,0,2,0,11.0,5.5,6.0,fusion>food processor
1226679678_192,1226679678,2009,70f7b4f9-e8e3-5a08-b540-0924c68a4b20,Olaf Piwowar,,direct,2,2,0,0,2,0,11.0,5.5,6.0,fusion>food processor
1226679678_194,1226679678,2009,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,,direct,2,2,0,0,2,0,10.0,5.0,6.0,spinning osis>food processor
1226679678_195,1226679678,2009,1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,,direct,2,2,0,0,2,0,11.0,5.5,6.0,food processor>superfly
1226679678_196,1226679678,2009,48268322-19d9-5180-aac2-241293167d21,Nick Landes,,direct,2,2,0,0,2,0,7.0,3.5,4.0,osis>ducking butterfly
1226679678_199,1226679678,2009,34f17114-99b7-5320-b4ed-10a6813859ac,Jay Boychuk,,direct,3,3,0,0,3,0,12.0,4.0,5.0,pixie>blurry whirl>mobius
1226679678_200,1226679678,2009,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,,direct,2,2,0,0,2,0,7.0,3.5,4.0,drifter>torque
1226679678_201,1226679678,2009,437d9bc1-f872-5687-9191-689dccedb6d0,Michal Biarda,,direct,2,2,0,0,2,0,4.0,2.0,2.0,legover>pixie
1226679678_202,1226679678,2009,da3fbe76-ba2d-51ee-a019-97e7ba93089a,Michal Ostrowski,,direct,3,3,0,0,3,0,12.0,4.0,4.0,ducking butterfly>torque>blender
1228946926_15,1228946926,2008,0c03e968-f8b4-58fa-94d9-7c5094645d7a,Honza Weber,,context_window,2,2,0,0,2,0,7.0,3.5,5.0,fog>pixie
1228946926_17,1228946926,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,context_window,2,2,0,0,2,0,8.0,4.0,5.0,fusion>eggbeater
1228946926_19,1228946926,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,context_window,3,3,0,0,2,1,8.0,2.667,4.0,ducking>ducking osis>torque
1228946926_21,1228946926,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,context_window,3,3,0,0,3,0,13.0,4.333,5.0,blurry whirl>blurry whirl>whirl
1228946926_23,1228946926,2008,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,context_window,3,3,0,0,3,0,12.0,4.0,5.0,blurry whirl>ripwalk>whirl
1228946926_25,1228946926,2008,0c1d57ac-f8a6-5c3e-a66f-eac82c8a5df4,Jindrich Smola,,context_window,3,3,0,0,3,0,13.0,4.333,5.0,dimwalk>ripwalk>tomahawk
1239721441_10,1239721441,2009,21154756-b8d4-512e-872a-c5b206fac8d3,Marcin Staron,,direct,3,3,0,0,3,0,13.0,4.333,5.0,blur>barfly>blurriest
1239721441_2,1239721441,2009,70f7b4f9-e8e3-5a08-b540-0924c68a4b20,Olaf Piwowar,,direct,2,2,0,0,2,0,11.0,5.5,6.0,fusion>food processor
1239721441_5,1239721441,2009,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,,direct,2,2,0,0,1,1,5.0,2.5,5.0,blurry whirl>spinning
1239721441_6,1239721441,2009,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,torque>whirl
1239721441_7,1239721441,2009,e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,,direct,2,2,0,0,2,0,10.0,5.0,5.0,fog>fusion
1239721441_8,1239721441,2009,2fe08509-fcb3-5ecd-8828-40411bc4a036,Wojciech Jamski,,direct,3,3,0,0,3,0,13.0,4.333,5.0,blurry whirl>swirl>superfly
1245432804_8,1245432804,2009,38c0f384-29fa-5cd9-b3e7-707e76e7aa9a,Andreas Hoffmann,,direct,3,3,0,0,3,0,11.0,3.667,4.0,dimwalk>butterfly>ducking butterfly
1255957016_49,1255957016,2009,6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,,direct,2,2,0,0,1,1,3.0,1.5,3.0,atomic>eggbeater
1265745512_110,1265745512,2010,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,,direct,3,3,0,0,2,1,6.0,2.0,3.0,eggbeater>swirl>symposium
1265745512_111,1265745512,2010,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,,direct,3,3,0,0,3,0,15.0,5.0,6.0,spinning osis>food processor>mobius
1267199851_66,1267199851,2010,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,,direct,2,2,0,0,1,1,3.0,1.5,3.0,gyro>swirl
1269266785_95,1269266785,2010,0b3204c8-7e99-586e-aeb2-4186d0901fe3,Milan Benda,,direct,2,2,0,0,2,0,9.0,4.5,5.0,fusion>torque
1269266785_96,1269266785,2010,033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,,direct,2,2,0,0,1,1,3.0,1.5,3.0,swirl>spinning
1269266785_97,1269266785,2010,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,,direct,3,3,0,0,2,1,6.0,2.0,3.0,eggbeater>swirl>symposium
1269266785_99,1269266785,2010,437d9bc1-f872-5687-9191-689dccedb6d0,Michal Biarda,,direct,2,2,0,0,1,1,2.0,1.0,2.0,ducking>pixie
1288096032_48,1288096032,2010,e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,,direct,2,2,0,0,1,1,5.0,2.5,5.0,blurry whirl>symposium
1288096032_50,1288096032,2010,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,,direct,2,2,0,0,1,1,4.0,2.0,4.0,stepping>torque
1288096032_52,1288096032,2010,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,,direct,2,2,0,0,2,0,8.0,4.0,5.0,drifter>mobius
1288096032_54,1288096032,2010,3568ce18-bf1b-55b6-aefd-61f65f55b08c,Jakub Grabarczyk,,context_window,3,3,0,0,3,0,6.0,2.0,2.0,pickup>legover>legover
1316280393_77,1316280393,2011,ddf2f704-a4d2-5653-a82a-45987d37645c,Krzysztof Sobótka,,context_window,2,2,0,0,1,1,4.0,2.0,4.0,stepping>dimwalk
1321869570_53,1321869570,2012,9d12fe41-0154-57a6-b312-5f3b46f621b5,Pavel Motorov,,direct,2,2,0,0,2,0,7.0,3.5,5.0,mirage>fusion
1336988107_72,1336988107,2012,e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,,context_window,2,2,0,0,2,0,5.0,2.5,3.0,whirl>mirage
1337617980_83,1337617980,2012,c90a00eb-95d7-5375-a769-b71cbce34d87,Jakob Wagner,,direct,2,2,0,0,1,1,6.0,3.0,6.0,ducking>food processor
1337617980_84,1337617980,2012,c29c4aa7-5b1e-54d1-9435-2a45edfd669c,Christopher Schillem,,direct,2,2,0,0,2,0,8.0,4.0,5.0,fusion>eggbeater
1337617980_85,1337617980,2012,78d0c91f-b1ec-572e-855b-a7d3f706f8b7,Stefan Siegert,,direct,2,2,0,0,2,0,6.0,3.0,4.0,ripwalk>legover
1337617980_86,1337617980,2012,f52e0fe8-4eff-5532-9af4-14124f1e92ee,Matthias Lino Schmidt,,direct,3,2,1,1,2,0,8.0,4.0,4.0,paradox drifter>paradox whirl
1337617980_87,1337617980,2012,4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,,direct,2,2,0,0,2,0,8.0,4.0,4.0,dimwalk>paradox whirl
1337617980_88,1337617980,2012,49ad435e-3398-59da-985c-65ce0612bdd3,Jan Brekle,,direct,2,2,0,0,2,0,7.0,3.5,4.0,barfly>swirl
1346948712_22,1346948712,2012,0d90bb3c-6c67-5057-9ac2-d85f9f94fa26,Alex Lopez,,direct,3,3,0,0,3,0,12.0,4.0,5.0,whirl>blender>mobius
1357206898_28,1357206898,2013,1e09ba09-ec4b-5961-8b95-e0d638dc4f5c,Jan Weber,,direct,2,2,0,0,1,1,4.0,2.0,4.0,ducking>blender
1357206898_29,1357206898,2013,0c1d57ac-f8a6-5c3e-a66f-eac82c8a5df4,Jindrich Smola,,direct,2,2,0,0,2,0,7.0,3.5,4.0,swirl>torque
1357206898_30,1357206898,2013,24ffb4bb-a58e-54d8-b0d9-06b989c794cd,Alexander Trenner,,direct,2,2,0,0,2,0,10.0,5.0,5.0,blurry whirl>superfly
1358271250_36,1358271250,2013,033a8589-0c98-5729-a8b4-068c4efcf025,David Clavens,,direct,2,2,0,0,2,0,8.0,4.0,5.0,blurriest>swirl
1358271250_37,1358271250,2013,43ddd1ca-e004-5d37-b4b5-38cd81bde3c2,Chris Dean,,direct,3,3,0,0,3,0,15.0,5.0,6.0,ducking butterfly>food processor>mobius
1358271250_38,1358271250,2013,11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,,direct,3,3,0,0,3,0,10.0,3.333,5.0,spinning clipper>spinning whirl>legover
1358271250_39,1358271250,2013,58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,,direct,2,2,0,0,2,0,9.0,4.5,5.0,blurry whirl>blur
1361207019_166,1361207019,2013,04a43526-37ba-5ea0-a01c-8e357a694c42,Felix Zenger,,direct,2,2,0,0,1,1,4.0,2.0,4.0,symposium>blender
1361207019_169,1361207019,2013,db9f32dc-4dab-560e-aa3f-0acfd32fcd7d,John Suderman,,direct,2,2,0,0,2,0,7.0,3.5,4.0,butterfly>symposium whirl
1361207019_170,1361207019,2013,58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,,direct,3,3,0,0,3,0,14.0,4.667,5.0,blurry whirl>ripwalk>mobius
1361207019_171,1361207019,2013,dfc35597-39c1-5425-8b94-6e24dbc24696,Cass Taylor,,direct,3,3,0,0,3,0,10.0,3.333,4.0,smear>butterfly>paradox whirl
1378666423_40,1378666423,2013,f52e0fe8-4eff-5532-9af4-14124f1e92ee,Matthias Lino Schmidt,,context_window,2,2,0,0,2,0,9.0,4.5,6.0,swirl>food processor
1378666423_42,1378666423,2013,f52e0fe8-4eff-5532-9af4-14124f1e92ee,Matthias Lino Schmidt,,context_window,2,2,0,0,1,1,5.0,2.5,5.0,fusion>symposium
1389730147_26,1389730147,2014,be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,,direct,3,3,0,0,2,1,6.0,2.0,3.0,swirl>butterfly>paradox
1391189882_216,1391189882,2014,be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,,direct,3,3,0,0,3,0,10.0,3.333,5.0,pickup>fusion>swirl
1391189882_217,1391189882,2014,98ce4e04-05ca-56ca-b8c6-83f51c164c89,Vaclav Klouda,,direct,2,2,0,0,0,2,,,,ducking>spinning
1391189882_220,1391189882,2014,b7d020fd-3376-5224-9aa6-d56ae56ad9cb,Taishi Ishida,,direct,2,2,0,0,2,0,8.0,4.0,5.0,blurry whirl>whirl
1391189882_221,1391189882,2014,6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,,direct,2,2,0,0,1,1,4.0,2.0,4.0,stepping>dimwalk
1391189882_222,1391189882,2014,4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,,direct,2,2,0,0,2,0,4.0,2.0,2.0,legover>clipper
1391189882_223,1391189882,2014,39dac0e1-9d56-515a-b0a9-2c64055c08e8,Ronny Schimmel,,direct,2,2,0,0,2,0,5.0,2.5,3.0,clipper>ducking mirage
1394773593_40,1394773593,2014,11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,,direct,2,2,0,0,2,0,9.0,4.5,5.0,ducking osis>mobius
1394773593_41,1394773593,2014,58bb3c4a-1a60-537d-ba4e-55de294abd8c,Dustin Rhodes,,direct,2,2,0,0,2,0,9.0,4.5,5.0,blurry whirl>blur
1394773593_42,1394773593,2014,337dc937-b022-51ef-8470-99fff306e2c9,Alex Dworetzky,,direct,3,3,0,0,3,0,12.0,4.0,4.0,paradox whirl>paradox whirl>barfly
1417735560_214,1417735560,2015,be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,,direct,3,3,0,0,3,0,10.0,3.333,5.0,pickup>fusion>swirl
1417735560_215,1417735560,2015,4d04edec-6cd0-582d-b4e1-e8ead070a8c8,Jim Penske,,direct,3,3,0,0,3,0,15.0,5.0,6.0,blurry whirl>torque>food processor
1417735560_216,1417735560,2015,6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,,direct,3,3,0,0,3,0,11.0,3.667,5.0,ducking butterfly>fog>pixie
1417735560_217,1417735560,2015,ecd47dee-6803-5d73-b31c-dcb9860e767e,Mathieu Gauthier,,direct,2,1,1,1,1,0,4.0,4.0,4.0,dimwalk
1417735560_218,1417735560,2015,,,,direct,3,2,1,1,2,0,9.0,4.5,5.0,blurry whirl>ducking whirl
1417735560_219,1417735560,2015,3de01059-2378-5f56-910f-08e61f3294a1,Roy Klein,,direct,3,3,0,0,2,1,4.0,1.333,2.0,ducking>legover>pixie
1417735560_220,1417735560,2015,256ba155-76d2-5920-b2d6-04d6ff39fab6,DANIEL BOYLE,,direct,2,2,0,0,2,0,8.0,4.0,4.0,dimwalk>blur
1417735560_221,1417735560,2015,f07b9590-cb35-55ba-8277-3e9c15e177d0,Krystian Bubula,,direct,3,3,0,0,3,0,11.0,3.667,4.0,ripwalk>ducking butterfly>whirl
1417735560_222,1417735560,2015,0f60f82c-75c9-552f-b962-5832d5cda779,Sergio Garcia,,direct,2,2,0,0,2,0,4.0,2.0,2.0,pickup>legover
1449259560_176,1449259560,2016,be7a8e7f-f052-5c31-b27b-47d4fee9a265,Evan Gatesman,,direct,3,3,0,0,3,0,10.0,3.333,5.0,pickup>fusion>swirl
1460640850_24,1460640850,2016,b1905548-0ada-590b-8d3b-3264d4e49e99,Santeri Karvinen,,direct,3,3,0,0,3,0,12.0,4.0,5.0,fusion>eggbeater>torque
1460640850_25,1460640850,2016,4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,,direct,3,3,0,0,3,0,13.0,4.333,5.0,butterfly>blurry whirl>paradox torque
1460640850_26,1460640850,2016,24ffb4bb-a58e-54d8-b0d9-06b989c794cd,Alexander Trenner,,direct,2,2,0,0,2,0,10.0,5.0,5.0,blurry whirl>superfly
1460640850_27,1460640850,2016,8e2c07e2-aeb8-5325-be31-ffcc452944ec,Mikko Lepisto,,direct,2,2,0,0,2,0,10.0,5.0,5.0,blurry whirl>paradox torque
1460640850_28,1460640850,2016,6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,,direct,2,2,0,0,2,0,7.0,3.5,4.0,osis>torque
1460640850_29,1460640850,2016,05e1eec0-b3f1-5728-8ad2-831de4fc204f,Marco Hartig,,direct,3,3,0,0,2,1,7.0,2.333,5.0,pixie>stepping>paradox torque
1460640850_30,1460640850,2016,,,,direct,2,2,0,0,2,0,7.0,3.5,4.0,ripwalk>osis
1460640850_31,1460640850,2016,,,,direct,2,2,0,0,2,0,6.0,3.0,3.0,butterfly>butterfly
1460640850_32,1460640850,2016,816ccebb-84e4-551e-b7bb-d6517dd88e83,Asmus Helms,,direct,2,2,0,0,2,0,4.0,2.0,2.0,legover>clipper
1467142686_23,1467142686,2016,4f0fcdbc-8dfe-51fc-b92c-b3cda4dd0c00,Marcin Bujko,,context_window,2,2,0,0,1,1,5.0,2.5,5.0,blurry whirl>spinning
1485863923_56,1485863923,2017,ac1268dc-a961-568f-860e-63e9ea815c01,Damian Gielnicki,,direct,2,2,0,0,1,1,4.0,2.0,4.0,spinning>dimwalk
1485863923_58,1485863923,2017,401af1f3-a976-5403-9740-210e2849f159,Maciej Niczyporuk,,context_window,2,2,0,0,1,1,5.0,2.5,5.0,blurry whirl>spinning
1485863923_59,1485863923,2017,8a15006e-bc85-5621-bbe6-66090397b7d2,Przemyslaw Pietrzycki,,direct,2,2,0,0,2,0,7.0,3.5,4.0,torque>whirl
1485863923_61,1485863923,2017,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,direct,3,3,0,0,3,0,12.0,4.0,5.0,blurry whirl>spinning clipper>blender
1485863923_62,1485863923,2017,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,5,5,0,0,5,0,15.0,3.0,4.0,ripwalk>clipper>clipper>ripwalk>osis
1485863923_63,1485863923,2017,4ad82639-801d-5c4b-aae6-f07e5dfe67d2,Mariusz Wilk,,context_window,3,3,0,0,3,0,12.0,4.0,5.0,blurry whirl>ripwalk>whirl
1518200935_26,1518200935,2018,9a67acb8-d69e-565c-9a52-ca308a6babc0,Janis Thal,,context_window,2,2,0,0,2,0,7.0,3.5,4.0,eggbeater>torque
1518200935_28,1518200935,2018,9a67acb8-d69e-565c-9a52-ca308a6babc0,Janis Thal,,context_window,2,2,0,0,1,1,3.0,1.5,3.0,atomic>whirl
1518200935_29,1518200935,2018,700e0ec0-94b9-5de3-b9a9-8d40a3645de3,Patrik Cerny,,direct,2,1,1,1,1,0,4.0,4.0,4.0,ducking whirl
1519215398_131,1519215398,2018,82c36f56-236f-4496-826b-cf59a6fcc4ed,Rafal Kaleta,,context_window,2,2,0,0,2,0,6.0,3.0,4.0,pixie>torque
1519215398_133,1519215398,2018,9fccb3a3-3408-518a-aacb-43d9678fcce4,Pawel Nowak,,context_window,2,2,0,0,1,1,4.0,2.0,4.0,atomic>ducking butterfly
1519215398_135,1519215398,2018,835fd269-0b77-57fe-9efc-cbdf4b567a8b,Andrey Dyakonov,,context_window,2,2,0,0,1,1,5.0,2.5,5.0,blurriest>ducking
1519215398_137,1519215398,2018,6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,,context_window,2,2,0,0,1,1,5.0,2.5,5.0,ducking>blurry whirl
1519215398_138,1519215398,2018,6d948954-90cb-5446-9a60-9d4ca0ef4734,Filip Wojcik,,context_window,2,2,0,0,2,0,9.0,4.5,5.0,ducking butterfly>blurry whirl
1519215398_140,1519215398,2018,8983b558-9cb9-5a25-bb28-589435a8f34e,Serge Kaldany,,context_window,3,3,0,0,3,0,13.0,4.333,5.0,whirl>blurriest>blurry whirl
1519215398_144,1519215398,2018,f4f5b8d0-c503-5ae5-8ce5-c5ff07d630c4,Bruce Li,,context_window,2,2,0,0,2,0,6.0,3.0,4.0,atom smasher>mirage
